GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|OPTAX|OPTAX_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42352|Coal and other mineral and ore merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|58||13088705||73.3||222767||44772||1673|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42352|Coal and other mineral and ore merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|95||15726386||88.1||268156||54824||2124|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423520|Coal and other mineral and ore merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|479||17845079||100||402439||85936||4427|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423520|Coal and other mineral and ore merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|7||5502856||30.8||30872||7014||238|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423520|Coal and other mineral and ore merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|17||8368744||46.9||93490||16486||1071|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423520|Coal and other mineral and ore merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|58||13088705||73.3||222767||44772||1673|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423520|Coal and other mineral and ore merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|95||15726386||88.1||268156||54824||2124|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235201|Coal merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|265||11839031||100||245961||57455||2499|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235201|Coal merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|12||5267459||44.5||33444||8410||374|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235201|Coal merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|27||7287914||61.6||58881||15859||579|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235201|Coal merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|48||9707913||82||150845||35339||1039|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235201|Coal merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|105||11052388||93.4||191261||44009||1580|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235202|Other mineral and ore merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|214||6006048||100||156478||28481||1928|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235202|Other mineral and ore merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|4||3064302||51||55251||5512||623|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235202|Other mineral and ore merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|8||4271820||71.1||86553||12552||806|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235202|Other mineral and ore merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|30||5254146||87.5||99825||16041||956|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4235202|Other mineral and ore merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|61||5815165||96.8||133924||23159||1411|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236|Electrical and electronic goods merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|31088||453030209||100||38015640||9778351||508041|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236|Electrical and electronic goods merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|230||61267842||13.5||2717253||693200||17609|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236|Electrical and electronic goods merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|461||89531401||19.8||3247378||840549||24387|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236|Electrical and electronic goods merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|2541||145359494||32.1||7836815||2148386||81273|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236|Electrical and electronic goods merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|3728||219185089||48.4||12668565||3439277||132184|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42361|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|13948||122011834||100||11051428||2800710||187786|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42361|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|1071||21531450||17.6||1557807||441891||24382|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42361|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|1916||35868452||29.4||2875311||812530||41190|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42361|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|2699||50824516||41.7||3906501||1057394||58028|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42361|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|3514||65031130||53.3||4849233||1293349||72742|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423610|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|13948||122011834||100||11051428||2800710||187786|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423610|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|1071||21531450||17.6||1557807||441891||24382|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423610|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|1916||35868452||29.4||2875311||812530||41190|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423610|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|2699||50824516||41.7||3906501||1057394||58028|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423610|Elec. equip. and wiring merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|3514||65031130||53.3||4849233||1293349||72742|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42362|Electric appliance merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|3149||88750335||100||2747747||666396||48095|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42362|Electric appliance merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|90||28402243||32||381272||88293||5066|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42362|Electric appliance merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|102||43357906||48.9||496977||112768||6890|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42362|Electric appliance merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|182||58351080||65.7||775501||178373||10791|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42362|Electric appliance merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|294||68633081||77.3||1169221||285482||16525|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423620|Electric appliance merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|3149||88750335||100||2747747||666396||48095|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423620|Electric appliance merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|90||28402243||32||381272||88293||5066|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423620|Electric appliance merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|102||43357906||48.9||496977||112768||6890|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423620|Electric appliance merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|182||58351080||65.7||775501||178373||10791|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423620|Electric appliance merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|294||68633081||77.3||1169221||285482||16525|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42369|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|13991||242268040||100||24216465||6311245||272160|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42369|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|204||49689915||20.5||2646401||694676||16137|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42369|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|460||68638609||28.3||4454539||1214709||33760|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42369|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|927||104756467||43.2||7611164||2072245||65473|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42369|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|1392||141873609||58.6||11493977||3255134||96758|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423690|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|13991||242268040||100||24216465||6311245||272160|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423690|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|204||49689915||20.5||2646401||694676||16137|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423690|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|460||68638609||28.3||4454539||1214709||33760|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423690|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|927||104756467||43.2||7611164||2072245||65473|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423690|Other electronic parts and equipment merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|1392||141873609||58.6||11493977||3255134||96758|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236901|Communications equipment and supplies merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|6074||113252908||100||11442403||2928836||130266|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236901|Communications equipment and supplies merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|191||39393252||34.8||2542792||668572||15382|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236901|Communications equipment and supplies merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|327||54152637||47.8||3445243||917026||24060|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236901|Communications equipment and supplies merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|560||72677057||64.2||5706138||1552221||45823|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236901|Communications equipment and supplies merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|971||86066128||76||7321300||1925363||64114|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236902|Electr. parts (exc. comm. equip.) merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|7917||129015132||100||12774062||3382409||141894|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236902|Electr. parts (exc. comm. equip.) merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|260||23174566||18||1806222||521603||17156|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236902|Electr. parts (exc. comm. equip.) merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|414||34868341||27||2178679||600828||22437|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236902|Electr. parts (exc. comm. equip.) merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|565||55443044||43||4939472||1488890||39667|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4236902|Electr. parts (exc. comm. equip.) merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|934||77064426||59.7||6848391||1949052||56974|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4237|Hardware and plumbing merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|20707||132258552||100||12400317||2988328||248172|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4237|Hardware and plumbing merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|2025||28107763||21.3||1707756||405284||34791|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4237|Hardware and plumbing merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|2507||37488004||28.3||2123063||513832||42370|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4237|Hardware and plumbing merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|3486||49564438||37.5||2799973||687331||55655|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|4237|Hardware and plumbing merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|4848||62340679||47.1||3919877||966904||78153|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42371|Hardware merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|6986||43565788||100||4210861||1017924||89473|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42371|Hardware merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|50||8764160||20.1||288864||70088||6595|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42371|Hardware merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|569||11982742||27.5||584221||145493||11194|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42371|Hardware merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|774||17750521||40.7||949026||237009||19276|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42371|Hardware merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|1064||22777551||52.3||1360261||339166||27640|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423710|Hardware merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|6986||43565788||100||4210861||1017924||89473|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423710|Hardware merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|50||8764160||20.1||288864||70088||6595|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423710|Hardware merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|569||11982742||27.5||584221||145493||11194|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423710|Hardware merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|774||17750521||40.7||949026||237009||19276|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423710|Hardware merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|1064||22777551||52.3||1360261||339166||27640|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42372|Plumbing equip. merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|7027||50316133||100||4542337||1075311||87906|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42372|Plumbing equip. merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|1906||22764808||45.2||1449117||342833||28456|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42372|Plumbing equip. merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|2257||25238560||50.2||1729122||417464||34681|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42372|Plumbing equip. merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|2431||28050677||55.7||1909909||463215||38682|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42372|Plumbing equip. merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|2721||31649336||62.9||2282954||537739||44417|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423720|Plumbing equip. merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|7027||50316133||100||4542337||1075311||87906|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423720|Plumbing equip. merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|1906||22764808||45.2||1449117||342833||28456|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423720|Plumbing equip. merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|2257||25238560||50.2||1729122||417464||34681|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423720|Plumbing equip. merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|2431||28050677||55.7||1909909||463215||38682|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423720|Plumbing equip. merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|2721||31649336||62.9||2282954||537739||44417|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42373|HVAC equip. merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|5376||32638150||100||3006118||741188||57635|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42373|HVAC equip. merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|608||9705019||29.7||495972||130515||8620|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42373|HVAC equip. merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|1114||12496878||38.3||696439||178959||12563|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42373|HVAC equip. merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|1457||15231376||46.7||897915||234483||16884|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42373|HVAC equip. merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|1877||18840158||57.7||1223732||316023||22650|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423730|HVAC equip. merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|5376||32638150||100||3006118||741188||57635|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423730|HVAC equip. merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|608||9705019||29.7||495972||130515||8620|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423730|HVAC equip. merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|1114||12496878||38.3||696439||178959||12563|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423730|HVAC equip. merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|1457||15231376||46.7||897915||234483||16884|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423730|HVAC equip. merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|1877||18840158||57.7||1223732||316023||22650|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42374|Refrigeration equipment and supplies merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|1318||5738481||100||641001||153905||13158|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42374|Refrigeration equipment and supplies merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2007|Reference year 2007|286||1553527||27.1||167158||39788||3328|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42374|Refrigeration equipment and supplies merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2007|Reference year 2007|353||2149666||37.5||195247||47355||3849|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42374|Refrigeration equipment and supplies merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2007|Reference year 2007|441||2957851||51.5||260943||63226||5129|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|42374|Refrigeration equipment and supplies merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2007|Reference year 2007|528||3879017||67.6||359939||87238||6942|
01|United States|00|01000US|United States|EC|Economic Census|42|Wholesale trade|423740|Refrigeration equipment and supplies merchant wholesalers|00|Wholesale Trade|001|All firms|||2007|Reference year 2007|1318||5738481||100||641001||153905||13158|
