GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|OPTAX|OPTAX_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VALPCT|VALPCT_F|PAYANT|PAYANT_F|PAYQ1T|PAYQ1T_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231|Mtr vehicle & parts & supplies merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|26514||598717653||100||13548552||3315009||360928|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231|Mtr vehicle & parts & supplies merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|248||321076661||53.6||1645131||436750||26414|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231|Mtr vehicle & parts & supplies merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|300||403614346||67.4||1981418||523287||31381|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231|Mtr vehicle & parts & supplies merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|652||455582259||76.1||2693213||693648||46468|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231|Mtr vehicle & parts & supplies merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|1086||489459722||81.8||3682680||941666||68273|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42311|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|7018||483738159||100||4900168||1199078||116974|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42311|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|130||301699374||62.4||477775||126257||6946|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42311|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|166||381655645||78.9||729055||191964||10426|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42311|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|255||426311719||88.1||1112296||280634||16369|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42311|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|476||441830591||91.3||1749907||444794||29638|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423110|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|7018||483738159||100||4900168||1199078||116974|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423110|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|130||301699374||62.4||477775||126257||6946|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423110|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|166||381655645||78.9||729055||191964||10426|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423110|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|255||426311719||88.1||1112296||280634||16369|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423110|Automobile & other mtr vehicle merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|476||441830591||91.3||1749907||444794||29638|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231101|Automobile & motorcycle merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|3666||435370702||100||1990351||490206||43255|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231101|Automobile & motorcycle merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|113||297051841||68.2||420332||111208||5360|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231101|Automobile & motorcycle merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|149||377008112||86.6||671612||176915||8840|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231101|Automobile & motorcycle merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|187||415468303||95.4||1102787||278398||15876|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231101|Automobile & motorcycle merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|253||420977927||96.7||1208656||305587||17977|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231102|Bus & RV merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|313||3600696||100||210421||48780||5399|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231102|Bus & RV merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|11||984746||27.3||40203||9350||741|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231102|Bus & RV merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|18||1289958||35.8||54726||13013||1074|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231102|Bus & RV merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|36||1854534||51.5||85419||20078||1836|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231102|Bus & RV merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|75||2667145||74.1||134892||31431||3112|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231103|Light truck & van merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|422||11538609||100||273148||65484||6769|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231103|Light truck & van merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|7||8280848||71.8||43500||10838||562|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231103|Light truck & van merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|11||8624882||74.7||66690||16086||1015|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231103|Light truck & van merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|27||9348907||81||113253||26407||2137|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231103|Light truck & van merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|59||10205114||88.4||178561||42397||3796|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231104|Medium truck & tractor merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|446||3861873||100||355417||85340||8985|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231104|Medium truck & tractor merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|16||647520||16.8||26527||6027||481|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231104|Medium truck & tractor merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|29||990318||25.6||51059||11384||1008|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231104|Medium truck & tractor merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|49||1622692||42||111470||25582||2491|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231104|Medium truck & tractor merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|87||2475849||64.1||201625||48191||4697|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231105|Heavy truck & tractor merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|2171||29366279||100||2070831||509268||52566|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231105|Heavy truck & tractor merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|56||9368343||31.9||168490||44236||3256|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231105|Heavy truck & tractor merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|123||11309544||38.5||318140||84611||6789|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231105|Heavy truck & tractor merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|225||13612594||46.4||507992||131734||11281|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231105|Heavy truck & tractor merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|359||16859992||57.4||784749||198626||18127|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42312|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|14628||96019705||100||7223780||1766986||199547|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42312|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|85||21574294||22.5||1132213||301404||17932|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42312|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|342||29469808||30.7||1455979||382078||27056|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42312|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|440||40358651||42||1817622||468895||35959|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42312|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|1303||53750592||56||2454779||624053||53947|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423120|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|14628||96019705||100||7223780||1766986||199547|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423120|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|85||21574294||22.5||1132213||301404||17932|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423120|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|342||29469808||30.7||1455979||382078||27056|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423120|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|440||40358651||42||1817622||468895||35959|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423120|Mtr vehicle supplies & new parts merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|1303||53750592||56||2454779||624053||53947|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231201|Mtr veh supp & new parts merchant wholesalers - wrehse dist|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|6807||42140252||100||3115945||750508||94620|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231201|Mtr veh supp & new parts merchant wholesalers - wrehse dist|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|228||6935671||16.5||326735||81390||9698|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231201|Mtr veh supp & new parts merchant wholesalers - wrehse dist|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|274||10389720||24.7||429434||106487||12923|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231201|Mtr veh supp & new parts merchant wholesalers - wrehse dist|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|457||16447252||39||654528||161383||18495|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231201|Mtr veh supp & new parts merchant wholesalers - wrehse dist|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|661||23084575||54.8||982154||242571||28786|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231202|Mtr veh supp & new parts merchant wholesalers - jobbers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|7371||52645811||100||3922157||971877||100412|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231202|Mtr veh supp & new parts merchant wholesalers - jobbers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|80||20852766||39.6||1112476||296011||17453|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231202|Mtr veh supp & new parts merchant wholesalers - jobbers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|96||25352398||48.2||1226952||324240||19469|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231202|Mtr veh supp & new parts merchant wholesalers - jobbers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|362||31125052||59.1||1468367||381067||24981|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231202|Mtr veh supp & new parts merchant wholesalers - jobbers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|1040||36507980||69.3||1782828||456142||34431|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231203|Petrol products marketing equip merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|450||1233642||100||185678||44601||4515|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231203|Petrol products marketing equip merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|5||185854||15.1||23439||5546||450|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231203|Petrol products marketing equip merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|21||295125||23.9||33665||7940||687|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231203|Petrol products marketing equip merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|45||509249||41.3||56782||13347||1150|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4231203|Petrol products marketing equip merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|91||781176||63.3||103937||25098||2230|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42313|Tire & tube merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|2273||16510214||100||988954||242039||27375|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42313|Tire & tube merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|115||5635193||34.1||162312||42686||4070|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42313|Tire & tube merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|221||7617561||46.1||218558||56585||5433|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42313|Tire & tube merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|400||9620216||58.3||330935||85919||8215|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42313|Tire & tube merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|523||11450838||69.4||449305||114538||11223|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423130|Tire & tube merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|2273||16510214||100||988954||242039||27375|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423130|Tire & tube merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|115||5635193||34.1||162312||42686||4070|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423130|Tire & tube merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|221||7617561||46.1||218558||56585||5433|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423130|Tire & tube merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|400||9620216||58.3||330935||85919||8215|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423130|Tire & tube merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|523||11450838||69.4||449305||114538||11223|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42314|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|2595||2449575||100||435650||106906||17032|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42314|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|47||473613||19.3||58881||14793||1798|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42314|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|54||602275||24.6||83618||21582||2537|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42314|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|90||767758||31.3||110229||28368||3544|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42314|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|125||972103||39.7||144500||36738||4756|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423140|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|2595||2449575||100||435650||106906||17032|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423140|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|47||473613||19.3||58881||14793||1798|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423140|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|54||602275||24.6||83618||21582||2537|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423140|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|90||767758||31.3||110229||28368||3544|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423140|Motor vehicle parts (used) merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|125||972103||39.7||144500||36738||4756|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232|Furniture & home furnishing merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|14133||71428120||100||6515745||1565613||163709|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232|Furniture & home furnishing merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|85||8661630||12.1||226935||54998||4097|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232|Furniture & home furnishing merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|157||13278904||18.6||375930||92278||7821|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232|Furniture & home furnishing merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|233||19424688||27.2||658036||164633||14207|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232|Furniture & home furnishing merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|491||25748358||36||1256833||315290||25963|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42321|Furniture merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|6124||27797696||100||2682686||659187||65755|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42321|Furniture merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|123||5071873||18.2||175338||43526||3026|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42321|Furniture merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|132||6712546||24.1||237727||58371||4252|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42321|Furniture merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|172||9001308||32.4||401844||104564||7619|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42321|Furniture merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|265||11624666||41.8||630664||159964||12581|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423210|Furniture merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|6124||27797696||100||2682686||659187||65755|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423210|Furniture merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|123||5071873||18.2||175338||43526||3026|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423210|Furniture merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|132||6712546||24.1||237727||58371||4252|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423210|Furniture merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|172||9001308||32.4||401844||104564||7619|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|423210|Furniture merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|265||11624666||41.8||630664||159964||12581|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232101|Household & lawn furniture merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|3206||11377255||100||974961||228633||27595|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232101|Household & lawn furniture merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|14||1404120||12.3||52465||12094||1283|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232101|Household & lawn furniture merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|32||2183848||19.2||80641||19431||1934|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232101|Household & lawn furniture merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|60||3370317||29.6||147567||34572||3497|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232101|Household & lawn furniture merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|116||5135995||45.1||260355||60963||5883|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232102|Office & business furniture merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|2918||16420441||100||1707725||430554||38160|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232102|Office & business furniture merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|123||5071873||30.9||175338||43526||3026|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232102|Office & business furniture merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|130||6134155||37.4||269043||69760||4911|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232102|Office & business furniture merchant wholesalers|00|Wholesale Trade|820|20 largest firms|||2002|Reference year 2002|167||7384191||45||413644||108158||7745|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|4232102|Office & business furniture merchant wholesalers|00|Wholesale Trade|850|50 largest firms|||2002|Reference year 2002|270||9034330||55||609801||158686||11439|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42322|Home furnishing merchant wholesalers|00|Wholesale Trade|001|All firms|||2002|Reference year 2002|8009||43630424||100||3833059||906426||97954|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42322|Home furnishing merchant wholesalers|00|Wholesale Trade|804|4 largest firms|||2002|Reference year 2002|56||7894348||18.1||229663||56070||4941|
01|United States|00|01000US|United States|EC|2002 Economic Census|42|Wholesale trade|42322|Home furnishing merchant wholesalers|00|Wholesale Trade|808|8 largest firms|||2002|Reference year 2002|85||10890632||25||338194||82250||7754|
