GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|COMPANY|COMPANY_F|RCPTOT|RCPTOT_F|CCORCPPCT|CCORCPPCT_F|VSHERFI|VSHERFI_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31123|Breakfast cereal mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|98.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31123|Breakfast cereal mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|100||2521.3|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311230|Breakfast cereal mfg|004|All companies|||2002|Reference year 2002|45||9102527||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311230|Breakfast cereal mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|78.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311230|Breakfast cereal mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|91.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311230|Breakfast cereal mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|98.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311230|Breakfast cereal mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|100||2521.3|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3113|Sugar & confectionery product mfg|004|All companies|||2002|Reference year 2002|1656||25490835||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3113|Sugar & confectionery product mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|37.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3113|Sugar & confectionery product mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|51.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3113|Sugar & confectionery product mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|68.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3113|Sugar & confectionery product mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|82.7||511.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31131|Sugar mfg|004|All companies|||2002|Reference year 2002|52||6630273||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31131|Sugar mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|58.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31131|Sugar mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|75.3||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31131|Sugar mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|92.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31131|Sugar mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|0|D|1062.2|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311311|Sugarcane mills|004|All companies|||2002|Reference year 2002|30||1663833||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311311|Sugarcane mills|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|51.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311311|Sugarcane mills|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|69.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311311|Sugarcane mills|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|99.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311311|Sugarcane mills|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|100||887.6|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311312|Cane sugar refining|004|All companies|||2002|Reference year 2002|13||2696992||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311312|Cane sugar refining|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|0|D|0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311312|Cane sugar refining|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|99.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311312|Cane sugar refining|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|100||0|D
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311312|Cane sugar refining|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|0||0|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311313|Beet sugar mfg|004|All companies|||2002|Reference year 2002|12||2269448||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311313|Beet sugar mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|79.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311313|Beet sugar mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|97.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311313|Beet sugar mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|100||2082|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311313|Beet sugar mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|0||0|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31132|Chocolate & confectionery mfg from cacao beans|004|All companies|||2002|Reference year 2002|138||4078568||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31132|Chocolate & confectionery mfg from cacao beans|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|69||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31132|Chocolate & confectionery mfg from cacao beans|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|87.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31132|Chocolate & confectionery mfg from cacao beans|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|96.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31132|Chocolate & confectionery mfg from cacao beans|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|98.8||1793.1|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311320|Chocolate & confectionery mfg from cacao beans|004|All companies|||2002|Reference year 2002|138||4078568||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311320|Chocolate & confectionery mfg from cacao beans|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|69||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311320|Chocolate & confectionery mfg from cacao beans|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|87.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311320|Chocolate & confectionery mfg from cacao beans|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|96.7||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311320|Chocolate & confectionery mfg from cacao beans|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|98.8||1793.1|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31133|Confectionery mfg from purchased chocolate|004|All companies|||2002|Reference year 2002|1008||8833323||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31133|Confectionery mfg from purchased chocolate|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|60.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31133|Confectionery mfg from purchased chocolate|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|71.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31133|Confectionery mfg from purchased chocolate|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|82.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31133|Confectionery mfg from purchased chocolate|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|89.5||1473.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311330|Confectionery mfg from purchased chocolate|004|All companies|||2002|Reference year 2002|1008||8833323||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311330|Confectionery mfg from purchased chocolate|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|60.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311330|Confectionery mfg from purchased chocolate|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|71.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311330|Confectionery mfg from purchased chocolate|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|82.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311330|Confectionery mfg from purchased chocolate|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|89.5||1473.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31134|Nonchocolate confectionery mfg|004|All companies|||2002|Reference year 2002|476||5948671||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31134|Nonchocolate confectionery mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|44.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31134|Nonchocolate confectionery mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|58.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31134|Nonchocolate confectionery mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|75.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31134|Nonchocolate confectionery mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|91.1||645.7|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311340|Nonchocolate confectionery mfg|004|All companies|||2002|Reference year 2002|476||5948671||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311340|Nonchocolate confectionery mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|44.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311340|Nonchocolate confectionery mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|58.5||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311340|Nonchocolate confectionery mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|75.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311340|Nonchocolate confectionery mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|91.1||645.7|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3114|Fruit & vegetable preserving & specialty food mfg|004|All companies|||2002|Reference year 2002|1360||53667899||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3114|Fruit & vegetable preserving & specialty food mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|24.3||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3114|Fruit & vegetable preserving & specialty food mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|36.1||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3114|Fruit & vegetable preserving & specialty food mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|52||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|3114|Fruit & vegetable preserving & specialty food mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|69.4||224.5|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31141|Frozen food mfg|004|All companies|||2002|Reference year 2002|506||21880056||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31141|Frozen food mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|33.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31141|Frozen food mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|47.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31141|Frozen food mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|66.8||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|31141|Frozen food mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|82.4||413.8|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311411|Frozen fruit, juice, & vegetable mfg|004|All companies|||2002|Reference year 2002|153||9177777||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311411|Frozen fruit, juice, & vegetable mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|39.4||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311411|Frozen fruit, juice, & vegetable mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|55.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311411|Frozen fruit, juice, & vegetable mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|77.9||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311411|Frozen fruit, juice, & vegetable mfg|859|50 largest companies|||2002|Reference year 2002|0|X|0|X|93.4||533.4|
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311412|Frozen specialty food mfg|004|All companies|||2002|Reference year 2002|361||12702279||100||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311412|Frozen specialty food mfg|856|4 largest companies|||2002|Reference year 2002|0|X|0|X|41.2||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311412|Frozen specialty food mfg|857|8 largest companies|||2002|Reference year 2002|0|X|0|X|58.3||0|X
01|United States|00|01000US|United States|EC|2002 Economic Census|31|Manufacturing|311412|Frozen specialty food mfg|858|20 largest companies|||2002|Reference year 2002|0|X|0|X|75.9||0|X
