GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|COMPANY|COMPANY_F|RCPTOT|RCPTOT_F|CCORCPPCT|CCORCPPCT_F|VSHERFI|VSHERFI_F 
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311830|Tortilla manufacturing|004|All companies|||2007|Reference year 2007|329||2590852||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311830|Tortilla manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|57.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311830|Tortilla manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|65.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311830|Tortilla manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|76.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311830|Tortilla manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|88.4||1865.2|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3119|Other food manufacturing|004|All companies|||2007|Reference year 2007|2850||74608038||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3119|Other food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|31.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3119|Other food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|37||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3119|Other food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|46.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3119|Other food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|59.3||358.4|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31191|Snack food manufacturing|004|All companies|||2007|Reference year 2007|470||24288702||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31191|Snack food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|53.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31191|Snack food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|60.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31191|Snack food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|73.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31191|Snack food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|85.8||1984.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311911|Roasted nuts and peanut butter manufacturing|004|All companies|||2007|Reference year 2007|188||6795099||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311911|Roasted nuts and peanut butter manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|33.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311911|Roasted nuts and peanut butter manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|49.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311911|Roasted nuts and peanut butter manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|73.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311911|Roasted nuts and peanut butter manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|90.6||413.4|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311919|Other snack food manufacturing|004|All companies|||2007|Reference year 2007|286||17493603||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311919|Other snack food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|0|D|0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311919|Other snack food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|77||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311919|Other snack food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|86||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311919|Other snack food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|94||0|D
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31192|Coffee and tea manufacturing|004|All companies|||2007|Reference year 2007|337||7809320||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31192|Coffee and tea manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|43.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31192|Coffee and tea manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|57.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31192|Coffee and tea manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|78.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31192|Coffee and tea manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|92.9||763.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311920|Coffee and tea manufacturing|004|All companies|||2007|Reference year 2007|337||7809320||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311920|Coffee and tea manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|43.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311920|Coffee and tea manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|57.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311920|Coffee and tea manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|78.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311920|Coffee and tea manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|92.9||763.1|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31193|Flavoring syrup and concentrate manufacturing|004|All companies|||2007|Reference year 2007|150||9163967||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31193|Flavoring syrup and concentrate manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|0|D|0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31193|Flavoring syrup and concentrate manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|84.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31193|Flavoring syrup and concentrate manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|91.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31193|Flavoring syrup and concentrate manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|97.3||0|D
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311930|Flavoring syrup and concentrate manufacturing|004|All companies|||2007|Reference year 2007|150||9163967||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311930|Flavoring syrup and concentrate manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|0|D|0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311930|Flavoring syrup and concentrate manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|84.4||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311930|Flavoring syrup and concentrate manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|91.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311930|Flavoring syrup and concentrate manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|97.3||0|D
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31194|Seasoning and dressing manufacturing|004|All companies|||2007|Reference year 2007|584||14262726||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31194|Seasoning and dressing manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|24.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31194|Seasoning and dressing manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|35.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31194|Seasoning and dressing manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|54.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31194|Seasoning and dressing manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|73||254.8|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311941|Mayonnaise, dressing, and other prepared sauce manufacturing|004|All companies|||2007|Reference year 2007|282||6803831||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311941|Mayonnaise, dressing, and other prepared sauce manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|36.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311941|Mayonnaise, dressing, and other prepared sauce manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|53.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311941|Mayonnaise, dressing, and other prepared sauce manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|72.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311941|Mayonnaise, dressing, and other prepared sauce manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|88.1||483.2|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311942|Spice and extract manufacturing|004|All companies|||2007|Reference year 2007|308||7458895||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311942|Spice and extract manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|29.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311942|Spice and extract manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|41.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311942|Spice and extract manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|60.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311942|Spice and extract manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|81.1||479.5|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31199|All other food manufacturing|004|All companies|||2007|Reference year 2007|1366||19083323||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31199|All other food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|15.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31199|All other food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|24.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31199|All other food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|40.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31199|All other food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|57.5||114|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311991|Perishable prepared food manufacturing|004|All companies|||2007|Reference year 2007|612||8295498||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311991|Perishable prepared food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|27.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311991|Perishable prepared food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|37.2||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311991|Perishable prepared food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|54.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311991|Perishable prepared food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|73.8||273|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311999|All other miscellaneous food manufacturing|004|All companies|||2007|Reference year 2007|759||10787825||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311999|All other miscellaneous food manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|18.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311999|All other miscellaneous food manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|30.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311999|All other miscellaneous food manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|48.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|311999|All other miscellaneous food manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|68.5||168.2|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312|Beverage and tobacco product manufacturing|004|All companies|||2007|Reference year 2007|3232||128130807||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312|Beverage and tobacco product manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|39.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312|Beverage and tobacco product manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|55.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312|Beverage and tobacco product manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|74.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312|Beverage and tobacco product manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|85.4||555.4|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3121|Beverage manufacturing|004|All companies|||2007|Reference year 2007|3160||87919826||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3121|Beverage manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|38.6||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3121|Beverage manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|51.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3121|Beverage manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|70.9||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|3121|Beverage manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|83||482.9|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31211|Soft drink and ice manufacturing|004|All companies|||2007|Reference year 2007|855||47106225||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31211|Soft drink and ice manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|51.5||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31211|Soft drink and ice manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|66.7||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31211|Soft drink and ice manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|79.3||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|31211|Soft drink and ice manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|91||891.2|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312111|Soft drink manufacturing|004|All companies|||2007|Reference year 2007|259||41656076||100||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312111|Soft drink manufacturing|856|4 largest companies|||2007|Reference year 2007|0|X|0|X|58.1||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312111|Soft drink manufacturing|857|8 largest companies|||2007|Reference year 2007|0|X|0|X|70.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312111|Soft drink manufacturing|858|20 largest companies|||2007|Reference year 2007|0|X|0|X|83.8||0|X
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312111|Soft drink manufacturing|859|50 largest companies|||2007|Reference year 2007|0|X|0|X|94||1094.5|
01|United States|00|01000US|United States|EC|Economic Census|31|Manufacturing|312112|Bottled water manufacturing|004|All companies|||2007|Reference year 2007|250||4640878||100||0|X
