GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VALPCT|VALPCT_F|PAYANT|PAYANT_F|PAYQ1T|PAYQ1T_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7211|Traveler accommodation|820|20 largest firms|||2002|Reference year 2002|3152||48001704||38.7||13264227||3205277||553905|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7211|Traveler accommodation|850|50 largest firms|||2002|Reference year 2002|4913||61040296||49.3||16658315||4020506||717582|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) & motels|001|All firms|||2002|Reference year 2002|46295||89357109||100||24204364||5698575||1366850|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) & motels|804|4 largest firms|||2002|Reference year 2002|1395||20033330||22.4||5565689||1307238||237409|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) & motels|808|8 largest firms|||2002|Reference year 2002|2800||25726554||28.8||6935248||1629687||310559|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) & motels|820|20 largest firms|||2002|Reference year 2002|4499||32451567||36.3||8679653||2039714||399862|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72111|Hotels (except casino hotels) & motels|850|50 largest firms|||2002|Reference year 2002|5640||39138382||43.8||10511903||2483964||496896|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721110|Hotels (except casino hotels) & motels|001|All firms|||2002|Reference year 2002|46295||89357109||100||24204364||5698575||1366850|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721110|Hotels (except casino hotels) & motels|804|4 largest firms|||2002|Reference year 2002|1395||20033330||22.4||5565689||1307238||237409|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721110|Hotels (except casino hotels) & motels|808|8 largest firms|||2002|Reference year 2002|2800||25726554||28.8||6935248||1629687||310559|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721110|Hotels (except casino hotels) & motels|820|20 largest firms|||2002|Reference year 2002|4499||32451567||36.3||8679653||2039714||399862|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721110|Hotels (except casino hotels) & motels|850|50 largest firms|||2002|Reference year 2002|5640||39138382||43.8||10511903||2483964||496896|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72112|Casino hotels|001|All firms|||2002|Reference year 2002|283||33417673||100||9428235||2340158||373299|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72112|Casino hotels|804|4 largest firms|||2002|Reference year 2002|63||14230614||42.6||4153529||1066458||161283|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72112|Casino hotels|808|8 largest firms|||2002|Reference year 2002|85||18659348||55.8||5288564||1322649||203395|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72112|Casino hotels|820|20 largest firms|||2002|Reference year 2002|125||25386051||76||7025801||1750840||270732|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72112|Casino hotels|850|50 largest firms|||2002|Reference year 2002|161||30280440||90.6||8503363||2117424||328377|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721120|Casino hotels|001|All firms|||2002|Reference year 2002|283||33417673||100||9428235||2340158||373299|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721120|Casino hotels|804|4 largest firms|||2002|Reference year 2002|63||14230614||42.6||4153529||1066458||161283|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721120|Casino hotels|808|8 largest firms|||2002|Reference year 2002|85||18659348||55.8||5288564||1322649||203395|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721120|Casino hotels|820|20 largest firms|||2002|Reference year 2002|125||25386051||76||7025801||1750840||270732|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721120|Casino hotels|850|50 largest firms|||2002|Reference year 2002|161||30280440||90.6||8503363||2117424||328377|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72119|Other traveler accommodation|001|All firms|||2002|Reference year 2002|4404||1125149||100||277490||58145||21154|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72119|Other traveler accommodation|804|4 largest firms|||2002|Reference year 2002|29||33757||3||10206||2378||478|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72119|Other traveler accommodation|808|8 largest firms|||2002|Reference year 2002|43||51065||4.5||15228||3556||735|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72119|Other traveler accommodation|820|20 largest firms|||2002|Reference year 2002|61||84092||7.5||25958||5572||1262|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72119|Other traveler accommodation|850|50 largest firms|||2002|Reference year 2002|92||141911||12.6||42751||9585||2368|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721191|Bed & breakfast inns|001|All firms|||2002|Reference year 2002|3535||908652||100||229395||48477||18076|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721191|Bed & breakfast inns|804|4 largest firms|||2002|Reference year 2002|25||27370||3||7460||1714||420|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721191|Bed & breakfast inns|808|8 largest firms|||2002|Reference year 2002|29||42161||4.6||12462||2607||628|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721191|Bed & breakfast inns|820|20 largest firms|||2002|Reference year 2002|41||71143||7.8||22101||4545||1168|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721191|Bed & breakfast inns|850|50 largest firms|||2002|Reference year 2002|72||123144||13.6||37939||7986||2097|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721199|All other traveler accommodation|001|All firms|||2002|Reference year 2002|869||216497||100||48095||9668||3078|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721199|All other traveler accommodation|804|4 largest firms|||2002|Reference year 2002|24||21451||9.9||6640||1609||299|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721199|All other traveler accommodation|808|8 largest firms|||2002|Reference year 2002|28||30378||14||8776||2518||537|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721199|All other traveler accommodation|820|20 largest firms|||2002|Reference year 2002|40||49868||23||13904||3433||835|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721199|All other traveler accommodation|850|50 largest firms|||2002|Reference year 2002|71||79013||36.5||20636||4569||1204|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7212|RV (recreational vehicle) parks & recreational camps|001|All firms|||2002|Reference year 2002|7353||3466917||100||883137||153843||39319|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7212|RV (recreational vehicle) parks & recreational camps|804|4 largest firms|||2002|Reference year 2002|117||168716||4.9||47940||9443||2284|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7212|RV (recreational vehicle) parks & recreational camps|808|8 largest firms|||2002|Reference year 2002|159||253585||7.3||67409||13403||3066|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7212|RV (recreational vehicle) parks & recreational camps|820|20 largest firms|||2002|Reference year 2002|192||389537||11.2||102289||19554||4118|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7212|RV (recreational vehicle) parks & recreational camps|850|50 largest firms|||2002|Reference year 2002|266||575815||16.6||156679||29448||6509|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72121|RV (recreational vehicle) parks & recreational camps|001|All firms|||2002|Reference year 2002|7353||3466917||100||883137||153843||39319|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72121|RV (recreational vehicle) parks & recreational camps|804|4 largest firms|||2002|Reference year 2002|117||168716||4.9||47940||9443||2284|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72121|RV (recreational vehicle) parks & recreational camps|808|8 largest firms|||2002|Reference year 2002|159||253585||7.3||67409||13403||3066|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72121|RV (recreational vehicle) parks & recreational camps|820|20 largest firms|||2002|Reference year 2002|192||389537||11.2||102289||19554||4118|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72121|RV (recreational vehicle) parks & recreational camps|850|50 largest firms|||2002|Reference year 2002|266||575815||16.6||156679||29448||6509|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721211|RV (recreational vehicle) parks & campgrounds|001|All firms|||2002|Reference year 2002|4170||1723663||100||367825||69123||18511|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721211|RV (recreational vehicle) parks & campgrounds|804|4 largest firms|||2002|Reference year 2002|104||156239||9.1||43364||8663||2146|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721211|RV (recreational vehicle) parks & campgrounds|808|8 largest firms|||2002|Reference year 2002|147||226258||13.1||56196||11656||2779|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721211|RV (recreational vehicle) parks & campgrounds|820|20 largest firms|||2002|Reference year 2002|160||314699||18.3||74844||15096||3473|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721211|RV (recreational vehicle) parks & campgrounds|850|50 largest firms|||2002|Reference year 2002|250||438840||25.5||102716||19845||4518|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721214|Recreational & vacation camps (except campgrounds)|001|All firms|||2002|Reference year 2002|3183||1743254||100||515312||84720||20808|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721214|Recreational & vacation camps (except campgrounds)|804|4 largest firms|||2002|Reference year 2002|33||88814||5.1||30122||5142||858|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721214|Recreational & vacation camps (except campgrounds)|808|8 largest firms|||2002|Reference year 2002|39||127563||7.3||38421||6396||1013|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721214|Recreational & vacation camps (except campgrounds)|820|20 largest firms|||2002|Reference year 2002|58||207517||11.9||69547||12091||2468|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721214|Recreational & vacation camps (except campgrounds)|850|50 largest firms|||2002|Reference year 2002|103||324673||18.6||104166||18228||3566|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7213|Rooming & boarding houses|001|All firms|||2002|Reference year 2002|2614||731362||100||162018||40894||12704|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7213|Rooming & boarding houses|804|4 largest firms|||2002|Reference year 2002|5||48544||6.6||18680||4114||775|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7213|Rooming & boarding houses|808|8 largest firms|||2002|Reference year 2002|9||72854||10||24852||5491||1200|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7213|Rooming & boarding houses|820|20 largest firms|||2002|Reference year 2002|47||122943||16.8||35927||8216||1855|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7213|Rooming & boarding houses|850|50 largest firms|||2002|Reference year 2002|114||179950||24.6||53982||12499||2973|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72131|Rooming & boarding houses|001|All firms|||2002|Reference year 2002|2614||731362||100||162018||40894||12704|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72131|Rooming & boarding houses|804|4 largest firms|||2002|Reference year 2002|5||48544||6.6||18680||4114||775|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72131|Rooming & boarding houses|808|8 largest firms|||2002|Reference year 2002|9||72854||10||24852||5491||1200|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72131|Rooming & boarding houses|820|20 largest firms|||2002|Reference year 2002|47||122943||16.8||35927||8216||1855|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72131|Rooming & boarding houses|850|50 largest firms|||2002|Reference year 2002|114||179950||24.6||53982||12499||2973|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721310|Rooming & boarding houses|001|All firms|||2002|Reference year 2002|2614||731362||100||162018||40894||12704|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721310|Rooming & boarding houses|804|4 largest firms|||2002|Reference year 2002|5||48544||6.6||18680||4114||775|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721310|Rooming & boarding houses|808|8 largest firms|||2002|Reference year 2002|9||72854||10||24852||5491||1200|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721310|Rooming & boarding houses|820|20 largest firms|||2002|Reference year 2002|47||122943||16.8||35927||8216||1855|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|721310|Rooming & boarding houses|850|50 largest firms|||2002|Reference year 2002|114||179950||24.6||53982||12499||2973|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722|Food services & drinking places|001|All firms|||2002|Reference year 2002|504641||321400508||100||92599239||22042758||8307625|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722|Food services & drinking places|804|4 largest firms|||2002|Reference year 2002|12160||18272051||5.7||4880582||1171545||405656|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722|Food services & drinking places|808|8 largest firms|||2002|Reference year 2002|26606||31996076||10||9227586||2189429||736140|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722|Food services & drinking places|820|20 largest firms|||2002|Reference year 2002|34383||47748263||14.9||14099712||3380817||1130762|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722|Food services & drinking places|850|50 largest firms|||2002|Reference year 2002|46362||64451610||20.1||19067416||4590775||1547713|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7221|Full-service restaurants|001|All firms|||2002|Reference year 2002|195659||144649964||100||46064140||11076100||3904628|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7221|Full-service restaurants|804|4 largest firms|||2002|Reference year 2002|3543||12434193||8.6||4046149||994128||305708|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7221|Full-service restaurants|808|8 largest firms|||2002|Reference year 2002|5167||15853691||11||5226995||1291010||403138|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7221|Full-service restaurants|820|20 largest firms|||2002|Reference year 2002|8629||22359408||15.5||7476178||1830494||582491|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7221|Full-service restaurants|850|50 largest firms|||2002|Reference year 2002|11653||29973675||20.7||9939599||2419170||767388|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72211|Full-service restaurants|001|All firms|||2002|Reference year 2002|195659||144649964||100||46064140||11076100||3904628|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72211|Full-service restaurants|804|4 largest firms|||2002|Reference year 2002|3543||12434193||8.6||4046149||994128||305708|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72211|Full-service restaurants|808|8 largest firms|||2002|Reference year 2002|5167||15853691||11||5226995||1291010||403138|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72211|Full-service restaurants|820|20 largest firms|||2002|Reference year 2002|8629||22359408||15.5||7476178||1830494||582491|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72211|Full-service restaurants|850|50 largest firms|||2002|Reference year 2002|11653||29973675||20.7||9939599||2419170||767388|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722110|Full-service restaurants|001|All firms|||2002|Reference year 2002|195659||144649964||100||46064140||11076100||3904628|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722110|Full-service restaurants|804|4 largest firms|||2002|Reference year 2002|3543||12434193||8.6||4046149||994128||305708|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722110|Full-service restaurants|808|8 largest firms|||2002|Reference year 2002|5167||15853691||11||5226995||1291010||403138|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722110|Full-service restaurants|820|20 largest firms|||2002|Reference year 2002|8629||22359408||15.5||7476178||1830494||582491|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722110|Full-service restaurants|850|50 largest firms|||2002|Reference year 2002|11653||29973675||20.7||9939599||2419170||767388|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222|Limited-service eating places|001|All firms|||2002|Reference year 2002|228789||135324135||100||35441793||8349057||3526264|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222|Limited-service eating places|804|4 largest firms|||2002|Reference year 2002|12450||12782084||9.4||3480995||792427||306525|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222|Limited-service eating places|808|8 largest firms|||2002|Reference year 2002|16152||17314572||12.8||4812355||1110610||430939|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222|Limited-service eating places|820|20 largest firms|||2002|Reference year 2002|22085||23759638||17.6||6466574||1524929||595389|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222|Limited-service eating places|850|50 largest firms|||2002|Reference year 2002|29860||31318675||23.1||8548840||2035704||784780|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72221|Limited-service eating places|001|All firms|||2002|Reference year 2002|228789||135324135||100||35441793||8349057||3526264|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72221|Limited-service eating places|804|4 largest firms|||2002|Reference year 2002|12450||12782084||9.4||3480995||792427||306525|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72221|Limited-service eating places|808|8 largest firms|||2002|Reference year 2002|16152||17314572||12.8||4812355||1110610||430939|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72221|Limited-service eating places|820|20 largest firms|||2002|Reference year 2002|22085||23759638||17.6||6466574||1524929||595389|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|72221|Limited-service eating places|850|50 largest firms|||2002|Reference year 2002|29860||31318675||23.1||8548840||2035704||784780|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722211|Limited-service restaurants|001|All firms|||2002|Reference year 2002|186942||116516316||100||30426880||7177998||3060937|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722211|Limited-service restaurants|804|4 largest firms|||2002|Reference year 2002|10721||11898585||10.2||3346735||766295||303094|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722211|Limited-service restaurants|808|8 largest firms|||2002|Reference year 2002|13748||15262547||13.1||4303216||991883||393770|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722211|Limited-service restaurants|820|20 largest firms|||2002|Reference year 2002|19453||20958357||18||5772220||1366338||540389|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722211|Limited-service restaurants|850|50 largest firms|||2002|Reference year 2002|25701||26619157||22.8||7247432||1721826||677400|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722212|Cafeterias, buffets, & grill buffets|001|All firms|||2002|Reference year 2002|5811||5199204||100||1545349||371543||129183|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722212|Cafeterias, buffets, & grill buffets|804|4 largest firms|||2002|Reference year 2002|918||2039798||39.2||647566||158345||49762|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722212|Cafeterias, buffets, & grill buffets|808|8 largest firms|||2002|Reference year 2002|1272||2636214||50.7||836514||203398||65086|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722212|Cafeterias, buffets, & grill buffets|820|20 largest firms|||2002|Reference year 2002|1553||3196542||61.5||1002704||243281||79924|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722212|Cafeterias, buffets, & grill buffets|850|50 largest firms|||2002|Reference year 2002|1690||3501123||67.3||1087267||262942||87636|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722213|Snack & nonalcoholic beverage bars|001|All firms|||2002|Reference year 2002|36036||13608615||100||3469564||799516||336144|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722213|Snack & nonalcoholic beverage bars|804|4 largest firms|||2002|Reference year 2002|3787||3350202||24.6||793402||187417||71823|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722213|Snack & nonalcoholic beverage bars|808|8 largest firms|||2002|Reference year 2002|4395||3854585||28.3||941820||222150||84804|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722213|Snack & nonalcoholic beverage bars|820|20 largest firms|||2002|Reference year 2002|5624||4463254||32.8||1098104||260450||100143|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|722213|Snack & nonalcoholic beverage bars|850|50 largest firms|||2002|Reference year 2002|6342||5070606||37.3||1259649||301305||114211|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222131|Ice cream & soft serve shops|001|All firms|||2002|Reference year 2002|9040||2217466||100||535527||106827||61792|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222131|Ice cream & soft serve shops|804|4 largest firms|||2002|Reference year 2002|318||345981||15.6||86100||20950||7293|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222131|Ice cream & soft serve shops|808|8 largest firms|||2002|Reference year 2002|343||371261||16.7||91229||22323||7745|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222131|Ice cream & soft serve shops|820|20 largest firms|||2002|Reference year 2002|407||415322||18.7||102380||24744||8985|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222131|Ice cream & soft serve shops|850|50 largest firms|||2002|Reference year 2002|485||471650||21.3||117234||27591||10148|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222132|Frozen yogurt shops|001|All firms|||2002|Reference year 2002|739||156652||100||38264||7902||5478|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222132|Frozen yogurt shops|804|4 largest firms|||2002|Reference year 2002|25||12267||7.8||4130||872||370|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222132|Frozen yogurt shops|808|8 largest firms|||2002|Reference year 2002|48||18265||11.7||5949||1288||662|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222132|Frozen yogurt shops|820|20 largest firms|||2002|Reference year 2002|74||30456||19.4||9026||1842||1064|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222132|Frozen yogurt shops|850|50 largest firms|||2002|Reference year 2002|123||50586||32.3||14391||2880||1905|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222133|Doughnut shops|001|All firms|||2002|Reference year 2002|6237||2907214||100||756173||179069||63339|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222133|Doughnut shops|804|4 largest firms|||2002|Reference year 2002|256||166350||5.7||54045||14521||4536|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222133|Doughnut shops|808|8 largest firms|||2002|Reference year 2002|322||227416||7.8||64582||16679||5336|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222133|Doughnut shops|820|20 largest firms|||2002|Reference year 2002|412||332919||11.5||90617||22687||7372|
01|United States|00|01000US|United States|EC|2002 Economic Census|72|Accommodation and food services|7222133|Doughnut shops|850|50 largest firms|||2002|Reference year 2002|537||478744||16.5||131001||32072||10493|
