GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842205|Local, specialized freight (except used goods) trucking|850|50 largest firms|||2007|Reference year 2007|84||434366||71.9||133977||29988||2912|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48423|Specialized freight (except used goods) trucking, long-distance|001|All firms|||2007|Reference year 2007|11391||29227447||100||7166765||1727712||179620|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48423|Specialized freight (except used goods) trucking, long-distance|804|4 largest firms|||2007|Reference year 2007|219||2376879||8.1||522153||122680||12759|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48423|Specialized freight (except used goods) trucking, long-distance|808|8 largest firms|||2007|Reference year 2007|370||3661864||12.5||817622||193314||19885|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48423|Specialized freight (except used goods) trucking, long-distance|820|20 largest firms|||2007|Reference year 2007|607||6178978||21.1||1415582||344554||33332|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48423|Specialized freight (except used goods) trucking, long-distance|850|50 largest firms|||2007|Reference year 2007|996||9915805||33.9||2143408||521784||51000|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|484230|Specialized freight (except used goods) trucking, long-distance|001|All firms|||2007|Reference year 2007|11391||29227447||100||7166765||1727712||179620|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|484230|Specialized freight (except used goods) trucking, long-distance|804|4 largest firms|||2007|Reference year 2007|219||2376879||8.1||522153||122680||12759|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|484230|Specialized freight (except used goods) trucking, long-distance|808|8 largest firms|||2007|Reference year 2007|370||3661864||12.5||817622||193314||19885|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|484230|Specialized freight (except used goods) trucking, long-distance|820|20 largest firms|||2007|Reference year 2007|607||6178978||21.1||1415582||344554||33332|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|484230|Specialized freight (except used goods) trucking, long-distance|850|50 largest firms|||2007|Reference year 2007|996||9915805||33.9||2143408||521784||51000|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842301|Hazardous materials trucking (except waste), long-distance|001|All firms|||2007|Reference year 2007|1483||4611000||100||1213861||288434||27070|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842301|Hazardous materials trucking (except waste), long-distance|804|4 largest firms|||2007|Reference year 2007|175||1101329||23.9||300908||69953||5986|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842301|Hazardous materials trucking (except waste), long-distance|808|8 largest firms|||2007|Reference year 2007|250||1522446||33||395278||92680||8010|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842301|Hazardous materials trucking (except waste), long-distance|820|20 largest firms|||2007|Reference year 2007|376||2177030||47.2||559221||132707||12149|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842301|Hazardous materials trucking (except waste), long-distance|850|50 largest firms|||2007|Reference year 2007|464||3033265||65.8||770951||184581||16847|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842302|Agricultural products trucking, long-distance|001|All firms|||2007|Reference year 2007|3732||3591891||100||748321||179292||21929|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842302|Agricultural products trucking, long-distance|804|4 largest firms|||2007|Reference year 2007|121||193775||5.4||70256||17154||1283|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842302|Agricultural products trucking, long-distance|808|8 largest firms|||2007|Reference year 2007|128||315521||8.8||79613||19322||1425|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842302|Agricultural products trucking, long-distance|820|20 largest firms|||2007|Reference year 2007|147||577934||16.1||140633||33008||2915|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842302|Agricultural products trucking, long-distance|850|50 largest firms|||2007|Reference year 2007|185||979110||27.3||211804||48692||4563|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842303|Other specialized trucking, long-distance|001|All firms|||2007|Reference year 2007|6176||21024556||100||5204583||1259986||130621|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842303|Other specialized trucking, long-distance|804|4 largest firms|||2007|Reference year 2007|167||2314987||11||438302||106790||12186|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842303|Other specialized trucking, long-distance|808|8 largest firms|||2007|Reference year 2007|287||3390308||16.1||733249||182829||18330|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842303|Other specialized trucking, long-distance|820|20 largest firms|||2007|Reference year 2007|478||5740280||27.3||1200955||296140||29324|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4842303|Other specialized trucking, long-distance|850|50 largest firms|||2007|Reference year 2007|753||8892604||42.3||1863947||455394||45299|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485|Transit and ground passenger transportation|001|All firms|||2007|Reference year 2007|17791||26464611||100||9844475||2408214||444925|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485|Transit and ground passenger transportation|804|4 largest firms|||2007|Reference year 2007|1559||7309641||27.6||2801697||698560||123481|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485|Transit and ground passenger transportation|808|8 largest firms|||2007|Reference year 2007|1691||8670731||32.8||3257425||814378||139485|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485|Transit and ground passenger transportation|820|20 largest firms|||2007|Reference year 2007|1812||10019261||37.9||3921085||973104||162081|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485|Transit and ground passenger transportation|850|50 largest firms|||2007|Reference year 2007|2009||11636370||44||4526140||1123571||182280|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4851|Urban transit systems|001|All firms|||2007|Reference year 2007|927||2806842||100||1751493||417211||49023|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4851|Urban transit systems|804|4 largest firms|||2007|Reference year 2007|219||1243659||44.3||754486||181580||22393|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4851|Urban transit systems|808|8 largest firms|||2007|Reference year 2007|248||1660177||59.1||1114244||265116||29422|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4851|Urban transit systems|820|20 largest firms|||2007|Reference year 2007|277||2100869||74.8||1387301||329670||35994|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4851|Urban transit systems|850|50 largest firms|||2007|Reference year 2007|339||2462798||87.7||1603598||382075||41749|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48511|Urban transit systems|001|All firms|||2007|Reference year 2007|927||2806842||100||1751493||417211||49023|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48511|Urban transit systems|804|4 largest firms|||2007|Reference year 2007|219||1243659||44.3||754486||181580||22393|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48511|Urban transit systems|808|8 largest firms|||2007|Reference year 2007|248||1660177||59.1||1114244||265116||29422|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48511|Urban transit systems|820|20 largest firms|||2007|Reference year 2007|277||2100869||74.8||1387301||329670||35994|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48511|Urban transit systems|850|50 largest firms|||2007|Reference year 2007|339||2462798||87.7||1603598||382075||41749|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485111|Mixed mode transit systems|001|All firms|||2007|Reference year 2007|29||0|D|100||0|D|0|D|0|g
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485111|Mixed mode transit systems|804|4 largest firms|||2007|Reference year 2007|19||0|D|94||0|D|0|D|0|g
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485111|Mixed mode transit systems|808|8 largest firms|||2007|Reference year 2007|23||0|D|98.3||0|D|0|D|0|g
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485111|Mixed mode transit systems|820|20 largest firms|||2007|Reference year 2007|29||0|D|100||0|D|0|D|0|g
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485111|Mixed mode transit systems|850|50 largest firms|||2007|Reference year 2007|29||0|D|100||0|D|0|D|0|g
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485112|Commuter rail systems|001|All firms|||2007|Reference year 2007|19||0|D|100||0|D|0|D|0|h
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485112|Commuter rail systems|804|4 largest firms|||2007|Reference year 2007|14||0|D|94.4||0|D|0|D|0|h
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485112|Commuter rail systems|808|8 largest firms|||2007|Reference year 2007|18||0|D|100||0|D|0|D|0|h
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485112|Commuter rail systems|820|20 largest firms|||2007|Reference year 2007|19||0|D|100||0|D|0|D|0|h
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485112|Commuter rail systems|850|50 largest firms|||2007|Reference year 2007|19||0|D|100||0|D|0|D|0|h
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485113|Bus and other motor vehicle transit systems|001|All firms|||2007|Reference year 2007|873||2350510||100||1494232||352166||43375|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485113|Bus and other motor vehicle transit systems|804|4 largest firms|||2007|Reference year 2007|198||993568||42.3||567668||134537||18443|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485113|Bus and other motor vehicle transit systems|808|8 largest firms|||2007|Reference year 2007|225||1390248||59.1||907773||212866||24921|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485113|Bus and other motor vehicle transit systems|820|20 largest firms|||2007|Reference year 2007|249||1743999||74.2||1197540||280977||32009|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485113|Bus and other motor vehicle transit systems|850|50 largest firms|||2007|Reference year 2007|309||2048251||87.1||1363577||321378||36820|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485119|Other urban transit systems|001|All firms|||2007|Reference year 2007|6||0|D|100||0|D|0|D|0|f
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485119|Other urban transit systems|804|4 largest firms|||2007|Reference year 2007|4||0|D|99.6||0|D|0|D|0|f
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485119|Other urban transit systems|808|8 largest firms|||2007|Reference year 2007|6||0|D|100||0|D|0|D|0|f
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485119|Other urban transit systems|820|20 largest firms|||2007|Reference year 2007|6||0|D|100||0|D|0|D|0|f
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485119|Other urban transit systems|850|50 largest firms|||2007|Reference year 2007|6||0|D|100||0|D|0|D|0|f
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4852|Interurban and rural bus transportation|001|All firms|||2007|Reference year 2007|566||1663484||100||457553||111898||17880|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4852|Interurban and rural bus transportation|804|4 largest firms|||2007|Reference year 2007|270||1237532||74.4||311406||78084||12522|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4852|Interurban and rural bus transportation|808|8 largest firms|||2007|Reference year 2007|304||1353585||81.4||343071||85619||13435|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4852|Interurban and rural bus transportation|820|20 largest firms|||2007|Reference year 2007|336||1507514||90.6||407769||100529||15535|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4852|Interurban and rural bus transportation|850|50 largest firms|||2007|Reference year 2007|412||1602558||96.3||438461||107365||16808|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48521|Interurban and rural bus transportation|001|All firms|||2007|Reference year 2007|566||1663484||100||457553||111898||17880|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48521|Interurban and rural bus transportation|804|4 largest firms|||2007|Reference year 2007|270||1237532||74.4||311406||78084||12522|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48521|Interurban and rural bus transportation|808|8 largest firms|||2007|Reference year 2007|304||1353585||81.4||343071||85619||13435|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48521|Interurban and rural bus transportation|820|20 largest firms|||2007|Reference year 2007|336||1507514||90.6||407769||100529||15535|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48521|Interurban and rural bus transportation|850|50 largest firms|||2007|Reference year 2007|412||1602558||96.3||438461||107365||16808|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485210|Interurban and rural bus transportation|001|All firms|||2007|Reference year 2007|566||1663484||100||457553||111898||17880|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485210|Interurban and rural bus transportation|804|4 largest firms|||2007|Reference year 2007|270||1237532||74.4||311406||78084||12522|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485210|Interurban and rural bus transportation|808|8 largest firms|||2007|Reference year 2007|304||1353585||81.4||343071||85619||13435|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485210|Interurban and rural bus transportation|820|20 largest firms|||2007|Reference year 2007|336||1507514||90.6||407769||100529||15535|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485210|Interurban and rural bus transportation|850|50 largest firms|||2007|Reference year 2007|412||1602558||96.3||438461||107365||16808|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4853|Taxi and limousine service|001|All firms|||2007|Reference year 2007|7235||5913946||100||1582183||382593||74144|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4853|Taxi and limousine service|804|4 largest firms|||2007|Reference year 2007|31||580570||9.8||115286||29843||3003|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4853|Taxi and limousine service|808|8 largest firms|||2007|Reference year 2007|47||840201||14.2||214312||55574||8534|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4853|Taxi and limousine service|820|20 largest firms|||2007|Reference year 2007|66||1287565||21.8||315088||80432||12814|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|4853|Taxi and limousine service|850|50 largest firms|||2007|Reference year 2007|112||1991496||33.7||483808||122821||19131|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48531|Taxi service|001|All firms|||2007|Reference year 2007|2898||1812809||100||577989||143264||31888|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48531|Taxi service|804|4 largest firms|||2007|Reference year 2007|8||191912||10.6||96377||24460||6408|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48531|Taxi service|808|8 largest firms|||2007|Reference year 2007|13||307808||17||124500||31353||7396|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48531|Taxi service|820|20 largest firms|||2007|Reference year 2007|37||559648||30.9||220214||55866||11535|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48531|Taxi service|850|50 largest firms|||2007|Reference year 2007|69||813563||44.9||273783||68351||13380|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485310|Taxi service|001|All firms|||2007|Reference year 2007|2898||1812809||100||577989||143264||31888|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485310|Taxi service|804|4 largest firms|||2007|Reference year 2007|8||191912||10.6||96377||24460||6408|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485310|Taxi service|808|8 largest firms|||2007|Reference year 2007|13||307808||17||124500||31353||7396|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485310|Taxi service|820|20 largest firms|||2007|Reference year 2007|37||559648||30.9||220214||55866||11535|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485310|Taxi service|850|50 largest firms|||2007|Reference year 2007|69||813563||44.9||273783||68351||13380|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48532|Limousine service|001|All firms|||2007|Reference year 2007|4337||4101137||100||1004194||239329||42256|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48532|Limousine service|804|4 largest firms|||2007|Reference year 2007|31||580570||14.2||115286||29843||3003|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48532|Limousine service|808|8 largest firms|||2007|Reference year 2007|38||775302||18.9||145028||37274||3720|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48532|Limousine service|820|20 largest firms|||2007|Reference year 2007|59||1182954||28.8||211577||53769||5961|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|48532|Limousine service|850|50 largest firms|||2007|Reference year 2007|93||1669485||40.7||333671||81676||9696|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485320|Limousine service|001|All firms|||2007|Reference year 2007|4337||4101137||100||1004194||239329||42256|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485320|Limousine service|804|4 largest firms|||2007|Reference year 2007|31||580570||14.2||115286||29843||3003|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485320|Limousine service|808|8 largest firms|||2007|Reference year 2007|38||775302||18.9||145028||37274||3720|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485320|Limousine service|820|20 largest firms|||2007|Reference year 2007|59||1182954||28.8||211577||53769||5961|
01|United States|00|01000US|United States|EC|Economic Census|48|Transportation and warehousing|485320|Limousine service|850|50 largest firms|||2007|Reference year 2007|93||1669485||40.7||333671||81676||9696|
