GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2007|NAICS2007_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VAL_PCT|VAL_PCT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532230|Video tape and disc rental|804|4 largest firms|||2007|Reference year 2007|9893||7165612||77.4||1314241||317485||88902|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532230|Video tape and disc rental|808|8 largest firms|||2007|Reference year 2007|9897||7515803||81.1||1348972||324245||89415|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532230|Video tape and disc rental|820|20 largest firms|||2007|Reference year 2007|10211||7755844||83.7||1388476||334134||93406|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532230|Video tape and disc rental|850|50 largest firms|||2007|Reference year 2007|10559||7953032||85.9||1428972||344983||97463|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53229|Other consumer goods rental|001|All firms|||2007|Reference year 2007|9346||10306790||100||2637508||604012||81751|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53229|Other consumer goods rental|804|4 largest firms|||2007|Reference year 2007|2325||3919270||38||748175||181076||18761|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53229|Other consumer goods rental|808|8 largest firms|||2007|Reference year 2007|2696||4771856||46.3||975961||235769||24182|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53229|Other consumer goods rental|820|20 largest firms|||2007|Reference year 2007|3119||5413054||52.5||1145002||275284||28457|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53229|Other consumer goods rental|850|50 largest firms|||2007|Reference year 2007|3271||5920366||57.4||1299142||310002||32613|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532291|Home health equipment rental|001|All firms|||2007|Reference year 2007|3762||5876846||100||1275757||307532||33001|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532291|Home health equipment rental|804|4 largest firms|||2007|Reference year 2007|2322||3912368||66.6||747261||180847||18742|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532291|Home health equipment rental|808|8 largest firms|||2007|Reference year 2007|2606||4430575||75.4||865155||210227||21586|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532291|Home health equipment rental|820|20 largest firms|||2007|Reference year 2007|2755||4705034||80.1||929163||226454||23227|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532291|Home health equipment rental|850|50 largest firms|||2007|Reference year 2007|2897||4995495||85||1006774||243980||25285|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532292|Recreational goods rental|001|All firms|||2007|Reference year 2007|1722||683457||100||165803||37055||9268|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532292|Recreational goods rental|804|4 largest firms|||2007|Reference year 2007|33||48052||7||11074||3791||932|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532292|Recreational goods rental|808|8 largest firms|||2007|Reference year 2007|41||79046||11.6||16586||5034||1314|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532292|Recreational goods rental|820|20 largest firms|||2007|Reference year 2007|58||136822||20||29781||8068||1746|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532292|Recreational goods rental|850|50 largest firms|||2007|Reference year 2007|93||213883||31.3||48189||11677||2347|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532299|All other consumer goods rental|001|All firms|||2007|Reference year 2007|3862||3746487||100||1195948||259425||39482|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532299|All other consumer goods rental|804|4 largest firms|||2007|Reference year 2007|315||619910||16.5||190317||43382||4413|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532299|All other consumer goods rental|808|8 largest firms|||2007|Reference year 2007|409||836557||22.3||236491||54585||5789|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532299|All other consumer goods rental|820|20 largest firms|||2007|Reference year 2007|465||1074178||28.7||326951||74479||8273|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532299|All other consumer goods rental|850|50 largest firms|||2007|Reference year 2007|565||1406157||37.5||444359||99486||11536|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5323|General rental centers|001|All firms|||2007|Reference year 2007|4730||4248965||100||870125||203587||29810|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5323|General rental centers|804|4 largest firms|||2007|Reference year 2007|1059||1562687||36.8||181472||46752||7211|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5323|General rental centers|808|8 largest firms|||2007|Reference year 2007|1127||1675153||39.4||206151||53095||7825|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5323|General rental centers|820|20 largest firms|||2007|Reference year 2007|1189||1825097||43||236706||60318||8548|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5323|General rental centers|850|50 largest firms|||2007|Reference year 2007|1300||2039754||48||291065||72841||9878|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53231|General rental centers|001|All firms|||2007|Reference year 2007|4730||4248965||100||870125||203587||29810|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53231|General rental centers|804|4 largest firms|||2007|Reference year 2007|1059||1562687||36.8||181472||46752||7211|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53231|General rental centers|808|8 largest firms|||2007|Reference year 2007|1127||1675153||39.4||206151||53095||7825|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53231|General rental centers|820|20 largest firms|||2007|Reference year 2007|1189||1825097||43||236706||60318||8548|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53231|General rental centers|850|50 largest firms|||2007|Reference year 2007|1300||2039754||48||291065||72841||9878|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532310|General rental centers|001|All firms|||2007|Reference year 2007|4730||4248965||100||870125||203587||29810|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532310|General rental centers|804|4 largest firms|||2007|Reference year 2007|1059||1562687||36.8||181472||46752||7211|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532310|General rental centers|808|8 largest firms|||2007|Reference year 2007|1127||1675153||39.4||206151||53095||7825|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532310|General rental centers|820|20 largest firms|||2007|Reference year 2007|1189||1825097||43||236706||60318||8548|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532310|General rental centers|850|50 largest firms|||2007|Reference year 2007|1300||2039754||48||291065||72841||9878|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324|Machinery and equipment rental and leasing|001|All firms|||2007|Reference year 2007|14245||47703110||100||8558309||2065202||161590|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324|Machinery and equipment rental and leasing|804|4 largest firms|||2007|Reference year 2007|1494||10896734||22.8||1330323||332669||22082|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324|Machinery and equipment rental and leasing|808|8 largest firms|||2007|Reference year 2007|2032||15768904||33.1||2022085||509846||33276|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324|Machinery and equipment rental and leasing|820|20 largest firms|||2007|Reference year 2007|2894||20663626||43.3||2678799||671763||45095|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324|Machinery and equipment rental and leasing|850|50 largest firms|||2007|Reference year 2007|4113||26018461||54.5||3709840||921237||61878|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53241|Heavy machinery rental and leasing|001|All firms|||2007|Reference year 2007|5476||26129435||100||3847156||960517||63783|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53241|Heavy machinery rental and leasing|804|4 largest firms|||2007|Reference year 2007|1152||10529114||40.3||1152205||290973||17810|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53241|Heavy machinery rental and leasing|808|8 largest firms|||2007|Reference year 2007|1494||13468236||51.5||1494206||383940||23376|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53241|Heavy machinery rental and leasing|820|20 largest firms|||2007|Reference year 2007|1734||16047540||61.4||1882836||491429||28440|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53241|Heavy machinery rental and leasing|850|50 largest firms|||2007|Reference year 2007|1887||18548720||71||2228897||579921||33351|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532411|Transportation equipment rental and leasing|001|All firms|||2007|Reference year 2007|750||9063582||100||463149||137713||5123|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532411|Transportation equipment rental and leasing|804|4 largest firms|||2007|Reference year 2007|8||6270002||69.2||104246||33278||545|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532411|Transportation equipment rental and leasing|808|8 largest firms|||2007|Reference year 2007|62||7049576||77.8||168874||58456||1185|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532411|Transportation equipment rental and leasing|820|20 largest firms|||2007|Reference year 2007|83||7995664||88.2||279445||92386||2262|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532411|Transportation equipment rental and leasing|850|50 largest firms|||2007|Reference year 2007|151||8535303||94.2||353869||110937||2927|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324111|Commercial vessel rental and leasing without crew|001|All firms|||2007|Reference year 2007|139||468895||100||72132||17457||1024|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324111|Commercial vessel rental and leasing without crew|804|4 largest firms|||2007|Reference year 2007|7||257921||55||29743||8563||444|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324111|Commercial vessel rental and leasing without crew|808|8 largest firms|||2007|Reference year 2007|11||320688||68.4||41574||9526||490|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324111|Commercial vessel rental and leasing without crew|820|20 largest firms|||2007|Reference year 2007|25||388055||82.8||52458||11957||597|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324111|Commercial vessel rental and leasing without crew|850|50 largest firms|||2007|Reference year 2007|55||442076||94.3||64523||15705||835|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324112|Railroad car rental and leasing|001|All firms|||2007|Reference year 2007|128||2306767||100||184791||60703||1878|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324112|Railroad car rental and leasing|804|4 largest firms|||2007|Reference year 2007|10||1632198||70.8||91216||35222||784|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324112|Railroad car rental and leasing|808|8 largest firms|||2007|Reference year 2007|21||1914726||83||145269||50501||1313|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324112|Railroad car rental and leasing|820|20 largest firms|||2007|Reference year 2007|63||2200720||95.4||168704||57248||1600|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324112|Railroad car rental and leasing|850|50 largest firms|||2007|Reference year 2007|93||2298138||99.6||181393||59871||1790|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324119|Aircraft rental and leasing|001|All firms|||2007|Reference year 2007|483||6287920||100||206226||59553||2221|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324119|Aircraft rental and leasing|804|4 largest firms|||2007|Reference year 2007|49||5350980||85.1||77420||23136||390|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324119|Aircraft rental and leasing|808|8 largest firms|||2007|Reference year 2007|53||5761492||91.6||106035||33774||555|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324119|Aircraft rental and leasing|820|20 largest firms|||2007|Reference year 2007|71||5983691||95.2||143143||44188||848|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324119|Aircraft rental and leasing|850|50 largest firms|||2007|Reference year 2007|101||6101445||97||168764||51146||1214|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532412|Other heavy machinery rental and leasing|001|All firms|||2007|Reference year 2007|4726||17065853||100||3384007||822804||58660|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532412|Other heavy machinery rental and leasing|804|4 largest firms|||2007|Reference year 2007|1409||7128346||41.8||1334755||339264||21663|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532412|Other heavy machinery rental and leasing|808|8 largest firms|||2007|Reference year 2007|1595||8254406||48.4||1573303||399131||25588|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532412|Other heavy machinery rental and leasing|820|20 largest firms|||2007|Reference year 2007|1731||9841044||57.7||1869834||471579||29700|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532412|Other heavy machinery rental and leasing|850|50 largest firms|||2007|Reference year 2007|1886||11397884||66.8||2125347||532719||33711|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324121|Rental & leasing of heavy construction equip without operators|001|All firms|||2007|Reference year 2007|3847||12448531||100||2409174||590532||42840|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324121|Rental & leasing of heavy construction equip without operators|804|4 largest firms|||2007|Reference year 2007|1383||6277766||50.4||1239226||312848||20208|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324121|Rental & leasing of heavy construction equip without operators|808|8 largest firms|||2007|Reference year 2007|1494||7145291||57.4||1398707||354641||22956|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324121|Rental & leasing of heavy construction equip without operators|820|20 largest firms|||2007|Reference year 2007|1573||8045364||64.6||1505626||379785||24748|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324121|Rental & leasing of heavy construction equip without operators|850|50 largest firms|||2007|Reference year 2007|1689||9086494||73||1706361||427764||27773|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324129|Oilfield and well drilling equipment rental and leasing|001|All firms|||2007|Reference year 2007|879||4617322||100||974833||232272||15820|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324129|Oilfield and well drilling equipment rental and leasing|804|4 largest firms|||2007|Reference year 2007|167||1849513||40.1||299647||75492||4103|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324129|Oilfield and well drilling equipment rental and leasing|808|8 largest firms|||2007|Reference year 2007|192||2293006||49.7||399258||97335||5748|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324129|Oilfield and well drilling equipment rental and leasing|820|20 largest firms|||2007|Reference year 2007|259||2902831||62.9||553558||135381||7974|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324129|Oilfield and well drilling equipment rental and leasing|850|50 largest firms|||2007|Reference year 2007|329||3516771||76.2||710398||172890||10536|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53242|Office machinery and equipment rental and leasing|001|All firms|||2007|Reference year 2007|826||2137619||100||369012||87871||6041|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53242|Office machinery and equipment rental and leasing|804|4 largest firms|||2007|Reference year 2007|72||654507||30.6||80412||14032||629|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53242|Office machinery and equipment rental and leasing|808|8 largest firms|||2007|Reference year 2007|115||889410||41.6||113109||23585||1322|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53242|Office machinery and equipment rental and leasing|820|20 largest firms|||2007|Reference year 2007|154||1198451||56.1||153650||33685||2003|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|53242|Office machinery and equipment rental and leasing|850|50 largest firms|||2007|Reference year 2007|203||1572984||73.6||226599||54129||2998|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532420|Office machinery and equipment rental and leasing|001|All firms|||2007|Reference year 2007|826||2137619||100||369012||87871||6041|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532420|Office machinery and equipment rental and leasing|804|4 largest firms|||2007|Reference year 2007|72||654507||30.6||80412||14032||629|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532420|Office machinery and equipment rental and leasing|808|8 largest firms|||2007|Reference year 2007|115||889410||41.6||113109||23585||1322|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532420|Office machinery and equipment rental and leasing|820|20 largest firms|||2007|Reference year 2007|154||1198451||56.1||153650||33685||2003|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|532420|Office machinery and equipment rental and leasing|850|50 largest firms|||2007|Reference year 2007|203||1572984||73.6||226599||54129||2998|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324201|Office machine rental and leasing|001|All firms|||2007|Reference year 2007|378||546112||100||116478||30842||2640|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324201|Office machine rental and leasing|804|4 largest firms|||2007|Reference year 2007|32||138188||25.3||28986||7592||679|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324201|Office machine rental and leasing|808|8 largest firms|||2007|Reference year 2007|44||207707||38||37135||9555||873|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324201|Office machine rental and leasing|820|20 largest firms|||2007|Reference year 2007|93||329600||60.4||64214||17762||1265|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324201|Office machine rental and leasing|850|50 largest firms|||2007|Reference year 2007|126||443123||81.1||89266||23977||1840|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324209|Computer rental and leasing|001|All firms|||2007|Reference year 2007|448||1591507||100||252534||57029||3401|
01|United States|00|01000US|United States|EC|Economic Census|53|Real estate and rental and leasing|5324209|Computer rental and leasing|804|4 largest firms|||2007|Reference year 2007|72||654507||41.1||80412||14032||629|
