GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|OPTAX|OPTAX_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VALPCT|VALPCT_F|PAYANT|PAYANT_F|PAYQ1T|PAYQ1T_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6212|Offices of dentists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|910||1096739||1.5||240827||60581||7359|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6212|Offices of dentists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|1419||1518542||2.1||387874||96502||10976|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6212|Offices of dentists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|1735||2147084||3||581794||141535||14761|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6212|Offices of dentists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|2038||2844203||4||880736||209007||20279|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62121|Offices of dentists|A|All establishments|001|All firms|||2002|Reference year 2002|118305||71102922||100||25856163||5774758||743628|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62121|Offices of dentists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|910||1096739||1.5||240827||60581||7359|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62121|Offices of dentists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|1419||1518542||2.1||387874||96502||10976|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62121|Offices of dentists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|1735||2147084||3||581794||141535||14761|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62121|Offices of dentists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|2038||2844203||4||880736||209007||20279|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621210|Offices of dentists|A|All establishments|001|All firms|||2002|Reference year 2002|118305||71102922||100||25856163||5774758||743628|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621210|Offices of dentists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|910||1096739||1.5||240827||60581||7359|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621210|Offices of dentists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|1419||1518542||2.1||387874||96502||10976|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621210|Offices of dentists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|1735||2147084||3||581794||141535||14761|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621210|Offices of dentists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|2038||2844203||4||880736||209007||20279|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213|Offices of other health practitioners|A|All establishments|001|All firms|||2002|Reference year 2002|104222||37127519||100||13403570||3093563||486022|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213|Offices of other health practitioners|A|All establishments|804|4 largest firms|||2002|Reference year 2002|1366||1057574||2.8||515061||129736||16772|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213|Offices of other health practitioners|A|All establishments|808|8 largest firms|||2002|Reference year 2002|1942||1432859||3.9||677389||169103||21709|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213|Offices of other health practitioners|A|All establishments|820|20 largest firms|||2002|Reference year 2002|2441||1909659||5.1||869251||215488||27487|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213|Offices of other health practitioners|A|All establishments|850|50 largest firms|||2002|Reference year 2002|2690||2547168||6.9||1171175||288064||37528|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62131|Offices of chiropractors|A|All establishments|001|All firms|||2002|Reference year 2002|34358||8974532||100||2623378||603540||109734|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62131|Offices of chiropractors|A|All establishments|804|4 largest firms|||2002|Reference year 2002|59||74121||.8||34015||7348||705|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62131|Offices of chiropractors|A|All establishments|808|8 largest firms|||2002|Reference year 2002|74||126730||1.4||44703||9781||1133|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62131|Offices of chiropractors|A|All establishments|820|20 largest firms|||2002|Reference year 2002|162||201068||2.2||66177||14870||1730|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62131|Offices of chiropractors|A|All establishments|850|50 largest firms|||2002|Reference year 2002|225||304872||3.4||105397||23260||2634|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621310|Offices of chiropractors|A|All establishments|001|All firms|||2002|Reference year 2002|34358||8974532||100||2623378||603540||109734|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621310|Offices of chiropractors|A|All establishments|804|4 largest firms|||2002|Reference year 2002|59||74121||.8||34015||7348||705|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621310|Offices of chiropractors|A|All establishments|808|8 largest firms|||2002|Reference year 2002|74||126730||1.4||44703||9781||1133|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621310|Offices of chiropractors|A|All establishments|820|20 largest firms|||2002|Reference year 2002|162||201068||2.2||66177||14870||1730|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621310|Offices of chiropractors|A|All establishments|850|50 largest firms|||2002|Reference year 2002|225||304872||3.4||105397||23260||2634|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62132|Offices of optometrists|A|All establishments|001|All firms|||2002|Reference year 2002|18695||8341636||100||2476854||578744||93031|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62132|Offices of optometrists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|143||178438||2.1||46670||10753||1279|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62132|Offices of optometrists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|197||247935||3||73286||17406||1988|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62132|Offices of optometrists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|312||391797||4.7||120286||29134||3445|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62132|Offices of optometrists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|510||623997||7.5||208897||51616||5800|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621320|Offices of optometrists|A|All establishments|001|All firms|||2002|Reference year 2002|18695||8341636||100||2476854||578744||93031|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621320|Offices of optometrists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|143||178438||2.1||46670||10753||1279|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621320|Offices of optometrists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|197||247935||3||73286||17406||1988|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621320|Offices of optometrists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|312||391797||4.7||120286||29134||3445|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621320|Offices of optometrists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|510||623997||7.5||208897||51616||5800|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62133|Offices of mental health practitioners (except physicians)|A|All establishments|001|All firms|||2002|Reference year 2002|13278||3486315||100||1445049||335038||55872|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62133|Offices of mental health practitioners (except physicians)|A|All establishments|804|4 largest firms|||2002|Reference year 2002|51||88953||2.6||37070||8514||1628|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62133|Offices of mental health practitioners (except physicians)|A|All establishments|808|8 largest firms|||2002|Reference year 2002|88||147475||4.2||68192||15840||3203|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62133|Offices of mental health practitioners (except physicians)|A|All establishments|820|20 largest firms|||2002|Reference year 2002|142||281981||8.1||135551||31551||5841|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62133|Offices of mental health practitioners (except physicians)|A|All establishments|850|50 largest firms|||2002|Reference year 2002|265||501669||14.4||227215||53576||9210|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621330|Offices of mental health practitioners (except physicians)|A|All establishments|001|All firms|||2002|Reference year 2002|13278||3486315||100||1445049||335038||55872|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621330|Offices of mental health practitioners (except physicians)|A|All establishments|804|4 largest firms|||2002|Reference year 2002|51||88953||2.6||37070||8514||1628|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621330|Offices of mental health practitioners (except physicians)|A|All establishments|808|8 largest firms|||2002|Reference year 2002|88||147475||4.2||68192||15840||3203|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621330|Offices of mental health practitioners (except physicians)|A|All establishments|820|20 largest firms|||2002|Reference year 2002|142||281981||8.1||135551||31551||5841|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621330|Offices of mental health practitioners (except physicians)|A|All establishments|850|50 largest firms|||2002|Reference year 2002|265||501669||14.4||227215||53576||9210|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62134|Offices of physical, occupational & speech therapists, and audiol|A|All establishments|001|All firms|||2002|Reference year 2002|19673||10685372||100||4871074||1133290||161543|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62134|Offices of physical, occupational & speech therapists, and audiol|A|All establishments|804|4 largest firms|||2002|Reference year 2002|1325||1037620||9.7||505567||127288||16370|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62134|Offices of physical, occupational & speech therapists, and audiol|A|All establishments|808|8 largest firms|||2002|Reference year 2002|1999||1401226||13.1||675512||168464||21533|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62134|Offices of physical, occupational & speech therapists, and audiol|A|All establishments|820|20 largest firms|||2002|Reference year 2002|2276||1797958||16.8||868193||217818||27177|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62134|Offices of physical, occupational & speech therapists, and audiol|A|All establishments|850|50 largest firms|||2002|Reference year 2002|2447||2298724||21.5||1117413||276822||35768|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621340|Offices of physical, occupational, & speech therapists and audiol|A|All establishments|001|All firms|||2002|Reference year 2002|19673||10685372||100||4871074||1133290||161543|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621340|Offices of physical, occupational, & speech therapists and audiol|A|All establishments|804|4 largest firms|||2002|Reference year 2002|1325||1037620||9.7||505567||127288||16370|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621340|Offices of physical, occupational, & speech therapists and audiol|A|All establishments|808|8 largest firms|||2002|Reference year 2002|1999||1401226||13.1||675512||168464||21533|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621340|Offices of physical, occupational, & speech therapists and audiol|A|All establishments|820|20 largest firms|||2002|Reference year 2002|2276||1797958||16.8||868193||217818||27177|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621340|Offices of physical, occupational, & speech therapists and audiol|A|All establishments|850|50 largest firms|||2002|Reference year 2002|2447||2298724||21.5||1117413||276822||35768|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213401|Speech therapists & audiologists|A|All establishments|001|All firms|||2002|Reference year 2002|3075||1084724||100||385062||88705||13803|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213401|Speech therapists & audiologists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|156||55346||5.1||15441||3985||454|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213401|Speech therapists & audiologists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|164||74277||6.8||26376||6416||825|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213401|Speech therapists & audiologists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|178||116456||10.7||48823||11460||1484|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213401|Speech therapists & audiologists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|221||189554||17.5||77526||18046||2295|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213402|Physical & occupational therapists|A|All establishments|001|All firms|||2002|Reference year 2002|16598||9600648||100||4486012||1044585||147740|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213402|Physical & occupational therapists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|1324||1036003||10.8||504835||127071||16310|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213402|Physical & occupational therapists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|1998||1399609||14.6||674780||168247||21473|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213402|Physical & occupational therapists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|2189||1786933||18.6||875339||217761||27298|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6213402|Physical & occupational therapists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|2373||2273108||23.7||1109762||274395||35519|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62139|Offices of all other health practitioners|A|All establishments|001|All firms|||2002|Reference year 2002|18218||5639664||100||1987215||442951||65842|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62139|Offices of all other health practitioners|A|All establishments|804|4 largest firms|||2002|Reference year 2002|62||55880||1||16632||4179||489|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62139|Offices of all other health practitioners|A|All establishments|808|8 largest firms|||2002|Reference year 2002|75||97636||1.7||30136||7152||780|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62139|Offices of all other health practitioners|A|All establishments|820|20 largest firms|||2002|Reference year 2002|130||176557||3.1||64135||15178||1361|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62139|Offices of all other health practitioners|A|All establishments|850|50 largest firms|||2002|Reference year 2002|219||318189||5.6||115475||27528||2525|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621391|Offices of podiatrists|A|All establishments|001|All firms|||2002|Reference year 2002|8666||3109910||100||1037808||228296||33987|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621391|Offices of podiatrists|A|All establishments|804|4 largest firms|||2002|Reference year 2002|22||32849||1.1||9638||2049||198|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621391|Offices of podiatrists|A|All establishments|808|8 largest firms|||2002|Reference year 2002|43||55237||1.8||16053||3513||399|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621391|Offices of podiatrists|A|All establishments|820|20 largest firms|||2002|Reference year 2002|98||109023||3.5||39950||8975||870|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621391|Offices of podiatrists|A|All establishments|850|50 largest firms|||2002|Reference year 2002|192||204684||6.6||78848||16915||1649|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621399|Offices of all other miscellaneous health practitioners|A|All establishments|001|All firms|||2002|Reference year 2002|9552||2529754||100||949407||214655||31855|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621399|Offices of all other miscellaneous health practitioners|A|All establishments|804|4 largest firms|||2002|Reference year 2002|70||55338||2.2||20479||4894||515|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621399|Offices of all other miscellaneous health practitioners|A|All establishments|808|8 largest firms|||2002|Reference year 2002|75||93525||3.7||35919||8727||787|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621399|Offices of all other miscellaneous health practitioners|A|All establishments|820|20 largest firms|||2002|Reference year 2002|107||163962||6.5||57378||13932||1301|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621399|Offices of all other miscellaneous health practitioners|A|All establishments|850|50 largest firms|||2002|Reference year 2002|143||282064||11.1||104858||24502||2235|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6214|Outpatient care centers|A|All establishments|001|All firms|||2002|Reference year 2002|25750||54818719||100||20810601||5021762||590144|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6214|Outpatient care centers|A|All establishments|804|4 largest firms|||2002|Reference year 2002|1427||7687077||14||2689043||641692||60532|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6214|Outpatient care centers|A|All establishments|808|8 largest firms|||2002|Reference year 2002|2905||11955233||21.8||3794540||915947||95472|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6214|Outpatient care centers|A|All establishments|820|20 largest firms|||2002|Reference year 2002|4175||16392987||29.9||5580237||1367246||131211|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|6214|Outpatient care centers|A|All establishments|850|50 largest firms|||2002|Reference year 2002|4770||21481730||39.2||7381904||1807592||169828|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62141|Family planning centers|A|All establishments|001|All firms|||2002|Reference year 2002|1921||1190850||100||467014||114254||18439|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62141|Family planning centers|A|All establishments|804|4 largest firms|||2002|Reference year 2002|80||131723||11.1||48769||12299||1536|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62141|Family planning centers|A|All establishments|808|8 largest firms|||2002|Reference year 2002|158||203684||17.1||83319||21366||2601|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62141|Family planning centers|A|All establishments|820|20 largest firms|||2002|Reference year 2002|303||368399||30.9||138048||34479||4423|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62141|Family planning centers|A|All establishments|850|50 largest firms|||2002|Reference year 2002|526||598847||50.3||229874||57024||7235|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621410|Family planning centers|A|All establishments|001|All firms|||2002|Reference year 2002|1921||1190850||100||467014||114254||18439|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621410|Family planning centers|A|All establishments|804|4 largest firms|||2002|Reference year 2002|80||131723||11.1||48769||12299||1536|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621410|Family planning centers|A|All establishments|808|8 largest firms|||2002|Reference year 2002|158||203684||17.1||83319||21366||2601|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621410|Family planning centers|A|All establishments|820|20 largest firms|||2002|Reference year 2002|303||368399||30.9||138048||34479||4423|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|621410|Family planning centers|A|All establishments|850|50 largest firms|||2002|Reference year 2002|526||598847||50.3||229874||57024||7235|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62142|Outpatient mental health & substance abuse centers|A|All establishments|001|All firms|||2002|Reference year 2002|7978||8981496||100||4437430||1075891||165089|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62142|Outpatient mental health & substance abuse centers|A|All establishments|804|4 largest firms|||2002|Reference year 2002|43||267009||3||101722||24151||4677|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62142|Outpatient mental health & substance abuse centers|A|All establishments|808|8 largest firms|||2002|Reference year 2002|78||435319||4.8||193145||46635||7686|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62142|Outpatient mental health & substance abuse centers|A|All establishments|820|20 largest firms|||2002|Reference year 2002|234||828384||9.2||370593||88670||13595|
01|United States|00|01000US|United States|EC|2002 Economic Census|62|Health care and social assistance|62142|Outpatient mental health & substance abuse centers|A|All establishments|850|50 largest firms|||2002|Reference year 2002|538||1542877||17.2||702992||170751||25588|
