GEOTYPE|GEOTYPE_MEANING|ST|GEO_ID|GEOGRAPHY|PROGRAM|PROGRAM_MEANING|SECTOR|SECTOR_MEANING|NAICS2002|NAICS2002_MEANING|CONCENFI|CONCENFI_MEANING|FOOTID|FOOTID_MEANING|YEAR|YEAR_MEANING|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|VALPCT|VALPCT_F|PAYANT|PAYANT_F|PAYQ1T|PAYQ1T_F|EMP|EMP_F 
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561110|Office administrative services|820|20 largest firms|||2002|Reference year 2002|818||2153500||6.7||579678||159476||12107|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561110|Office administrative services|850|50 largest firms|||2002|Reference year 2002|969||3924412||12.2||1353172||350145||36733|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5612|Facilities support services|001|All firms|||2002|Reference year 2002|3568||12956879||100||4914739||1202362||145626|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5612|Facilities support services|804|4 largest firms|||2002|Reference year 2002|466||4346271||33.5||1235507||307370||34211|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5612|Facilities support services|808|8 largest firms|||2002|Reference year 2002|573||5691924||43.9||1641305||404082||43933|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5612|Facilities support services|820|20 largest firms|||2002|Reference year 2002|769||7458224||57.6||2252135||559043||64371|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5612|Facilities support services|850|50 largest firms|||2002|Reference year 2002|1181||9136638||70.5||2880652||709941||82598|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56121|Facilities support services|001|All firms|||2002|Reference year 2002|3568||12956879||100||4914739||1202362||145626|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56121|Facilities support services|804|4 largest firms|||2002|Reference year 2002|466||4346271||33.5||1235507||307370||34211|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56121|Facilities support services|808|8 largest firms|||2002|Reference year 2002|573||5691924||43.9||1641305||404082||43933|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56121|Facilities support services|820|20 largest firms|||2002|Reference year 2002|769||7458224||57.6||2252135||559043||64371|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56121|Facilities support services|850|50 largest firms|||2002|Reference year 2002|1181||9136638||70.5||2880652||709941||82598|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561210|Facilities support services|001|All firms|||2002|Reference year 2002|3568||12956879||100||4914739||1202362||145626|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561210|Facilities support services|804|4 largest firms|||2002|Reference year 2002|466||4346271||33.5||1235507||307370||34211|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561210|Facilities support services|808|8 largest firms|||2002|Reference year 2002|573||5691924||43.9||1641305||404082||43933|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561210|Facilities support services|820|20 largest firms|||2002|Reference year 2002|769||7458224||57.6||2252135||559043||64371|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561210|Facilities support services|850|50 largest firms|||2002|Reference year 2002|1181||9136638||70.5||2880652||709941||82598|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5613|Employment services|001|All firms|||2002|Reference year 2002|41552||128661919||100||94935685||22468893||4165760|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5613|Employment services|804|4 largest firms|||2002|Reference year 2002|3699||15031490||11.7||12232109||2901799||425005|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5613|Employment services|808|8 largest firms|||2002|Reference year 2002|5437||24499575||19||18685463||4450357||692824|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5613|Employment services|820|20 largest firms|||2002|Reference year 2002|7641||36969806||28.7||28426384||6660673||1041572|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5613|Employment services|850|50 largest firms|||2002|Reference year 2002|9382||50988086||39.6||38368605||9100288||1455262|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56131|Employment placement agencies|001|All firms|||2002|Reference year 2002|8394||5940008||100||3003000||698814||109236|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56131|Employment placement agencies|804|4 largest firms|||2002|Reference year 2002|54||375985||6.3||240558||57082||4452|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56131|Employment placement agencies|808|8 largest firms|||2002|Reference year 2002|67||556828||9.4||316389||76992||5051|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56131|Employment placement agencies|820|20 largest firms|||2002|Reference year 2002|134||893569||15||508207||129870||11296|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56131|Employment placement agencies|850|50 largest firms|||2002|Reference year 2002|242||1368966||23||744595||178526||17279|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561310|Employment placement agencies|001|All firms|||2002|Reference year 2002|8394||5940008||100||3003000||698814||109236|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561310|Employment placement agencies|804|4 largest firms|||2002|Reference year 2002|54||375985||6.3||240558||57082||4452|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561310|Employment placement agencies|808|8 largest firms|||2002|Reference year 2002|67||556828||9.4||316389||76992||5051|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561310|Employment placement agencies|820|20 largest firms|||2002|Reference year 2002|134||893569||15||508207||129870||11296|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561310|Employment placement agencies|850|50 largest firms|||2002|Reference year 2002|242||1368966||23||744595||178526||17279|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56132|Temporary help services|001|All firms|||2002|Reference year 2002|28324||68189611||100||47799184||11385623||2388971|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56132|Temporary help services|804|4 largest firms|||2002|Reference year 2002|5008||11172147||16.4||7876675||1876633||351253|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56132|Temporary help services|808|8 largest firms|||2002|Reference year 2002|6417||16453694||24.1||11554617||2756098||486606|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56132|Temporary help services|820|20 largest firms|||2002|Reference year 2002|8641||23705664||34.8||16489710||3941880||713281|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56132|Temporary help services|850|50 largest firms|||2002|Reference year 2002|10681||31055349||45.5||21533772||5184999||945385|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561320|Temporary help services|001|All firms|||2002|Reference year 2002|28324||68189611||100||47799184||11385623||2388971|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561320|Temporary help services|804|4 largest firms|||2002|Reference year 2002|5008||11172147||16.4||7876675||1876633||351253|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561320|Temporary help services|808|8 largest firms|||2002|Reference year 2002|6417||16453694||24.1||11554617||2756098||486606|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561320|Temporary help services|820|20 largest firms|||2002|Reference year 2002|8641||23705664||34.8||16489710||3941880||713281|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561320|Temporary help services|850|50 largest firms|||2002|Reference year 2002|10681||31055349||45.5||21533772||5184999||945385|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56133|Professional employer organizations|001|All firms|||2002|Reference year 2002|4834||54532300||100||44133501||10384456||1667553|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56133|Professional employer organizations|804|4 largest firms|||2002|Reference year 2002|131||12888900||23.6||10742163||2552640||346957|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56133|Professional employer organizations|808|8 largest firms|||2002|Reference year 2002|150||16988920||31.2||14544796||3382374||432244|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56133|Professional employer organizations|820|20 largest firms|||2002|Reference year 2002|205||23077811||42.3||19004087||4489558||633536|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56133|Professional employer organizations|850|50 largest firms|||2002|Reference year 2002|291||29894564||54.8||24507459||5782294||837584|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561330|Professional employer organizations|001|All firms|||2002|Reference year 2002|4834||54532300||100||44133501||10384456||1667553|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561330|Professional employer organizations|804|4 largest firms|||2002|Reference year 2002|131||12888900||23.6||10742163||2552640||346957|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561330|Professional employer organizations|808|8 largest firms|||2002|Reference year 2002|150||16988920||31.2||14544796||3382374||432244|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561330|Professional employer organizations|820|20 largest firms|||2002|Reference year 2002|205||23077811||42.3||19004087||4489558||633536|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561330|Professional employer organizations|850|50 largest firms|||2002|Reference year 2002|291||29894564||54.8||24507459||5782294||837584|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5614|Business support services|001|All firms|||2002|Reference year 2002|34735||43978782||100||17617080||4369675||769999|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5614|Business support services|804|4 largest firms|||2002|Reference year 2002|1261||4981822||11.3||1832943||462805||68323|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5614|Business support services|808|8 largest firms|||2002|Reference year 2002|1443||8001029||18.2||2796606||708101||113877|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5614|Business support services|820|20 largest firms|||2002|Reference year 2002|1990||12931063||29.4||4814604||1223977||224222|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|5614|Business support services|850|50 largest firms|||2002|Reference year 2002|2783||17428073||39.6||6557493||1671137||293358|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56141|Document preparation services|001|All firms|||2002|Reference year 2002|5506||2418902||100||1008720||248205||40331|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56141|Document preparation services|804|4 largest firms|||2002|Reference year 2002|97||522556||21.6||232242||60854||10771|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56141|Document preparation services|808|8 largest firms|||2002|Reference year 2002|108||582714||24.1||249337||65087||11294|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56141|Document preparation services|820|20 largest firms|||2002|Reference year 2002|134||707419||29.2||302788||77756||12715|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56141|Document preparation services|850|50 largest firms|||2002|Reference year 2002|178||890215||36.8||388591||99782||15967|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561410|Document preparation services|001|All firms|||2002|Reference year 2002|5506||2418902||100||1008720||248205||40331|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561410|Document preparation services|804|4 largest firms|||2002|Reference year 2002|97||522556||21.6||232242||60854||10771|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561410|Document preparation services|808|8 largest firms|||2002|Reference year 2002|108||582714||24.1||249337||65087||11294|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561410|Document preparation services|820|20 largest firms|||2002|Reference year 2002|134||707419||29.2||302788||77756||12715|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561410|Document preparation services|850|50 largest firms|||2002|Reference year 2002|178||890215||36.8||388591||99782||15967|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56142|Telephone call centers|001|All firms|||2002|Reference year 2002|5696||13393023||100||7173757||1812034||413912|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56142|Telephone call centers|804|4 largest firms|||2002|Reference year 2002|138||3216967||24||1592738||408679||80675|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56142|Telephone call centers|808|8 largest firms|||2002|Reference year 2002|299||4557640||34||2335725||593559||140488|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56142|Telephone call centers|820|20 largest firms|||2002|Reference year 2002|481||6046465||45.1||3032074||769145||179208|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56142|Telephone call centers|850|50 largest firms|||2002|Reference year 2002|714||7618038||56.9||3743189||952965||214456|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561421|Telephone answering services|001|All firms|||2002|Reference year 2002|2352||2108501||100||1376657||325941||65559|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561421|Telephone answering services|804|4 largest firms|||2002|Reference year 2002|57||400435||19||212103||51817||9328|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561421|Telephone answering services|808|8 largest firms|||2002|Reference year 2002|112||549596||26.1||282349||64616||11861|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561421|Telephone answering services|820|20 largest firms|||2002|Reference year 2002|194||832251||39.5||382106||86229||15209|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561421|Telephone answering services|850|50 largest firms|||2002|Reference year 2002|248||1082232||51.3||475043||109524||18937|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561422|Telemarketing bureaus|001|All firms|||2002|Reference year 2002|3344||11284522||100||5797100||1486093||348353|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561422|Telemarketing bureaus|804|4 largest firms|||2002|Reference year 2002|137||3216963||28.5||1592736||408678||80674|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561422|Telemarketing bureaus|808|8 largest firms|||2002|Reference year 2002|313||4468678||39.6||2248990||576889||138810|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561422|Telemarketing bureaus|820|20 largest firms|||2002|Reference year 2002|468||5815360||51.5||2877709||740529||173130|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561422|Telemarketing bureaus|850|50 largest firms|||2002|Reference year 2002|630||7229026||64.1||3540634||910817||210069|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56143|Business service centers|001|All firms|||2002|Reference year 2002|10434||8234560||100||2263182||553280||90221|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56143|Business service centers|804|4 largest firms|||2002|Reference year 2002|1465||2560196||31.1||606658||151485||22977|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56143|Business service centers|808|8 largest firms|||2002|Reference year 2002|1599||2965528||36||774116||192598||28654|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56143|Business service centers|820|20 largest firms|||2002|Reference year 2002|1724||3464468||42.1||926831||231777||34335|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56143|Business service centers|850|50 largest firms|||2002|Reference year 2002|1877||3920352||47.6||1086270||271191||39532|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561431|Private mail centers|001|All firms|||2002|Reference year 2002|4578||1957293||100||336213||83500||20049|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561431|Private mail centers|804|4 largest firms|||2002|Reference year 2002|8||146657||7.5||18486||4589||608|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561431|Private mail centers|808|8 largest firms|||2002|Reference year 2002|12||197382||10.1||26502||6944||1017|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561431|Private mail centers|820|20 largest firms|||2002|Reference year 2002|27||313548||16||58458||16708||1982|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561431|Private mail centers|850|50 largest firms|||2002|Reference year 2002|57||471925||24.1||89068||23975||3218|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561439|Other business service centers (including copy shops)|001|All firms|||2002|Reference year 2002|5856||6277267||100||1926969||469780||70172|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561439|Other business service centers (including copy shops)|804|4 largest firms|||2002|Reference year 2002|1465||2560196||40.8||606658||151485||22977|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561439|Other business service centers (including copy shops)|808|8 largest firms|||2002|Reference year 2002|1599||2965528||47.2||774116||192598||28654|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561439|Other business service centers (including copy shops)|820|20 largest firms|||2002|Reference year 2002|1732||3399262||54.2||936899||233727||34734|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561439|Other business service centers (including copy shops)|850|50 largest firms|||2002|Reference year 2002|1874||3806757||60.6||1087194||269979||39183|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56144|Collection agencies|001|All firms|||2002|Reference year 2002|5265||8851952||100||3742180||905959||129822|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56144|Collection agencies|804|4 largest firms|||2002|Reference year 2002|211||1700975||19.2||642174||160515||26454|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56144|Collection agencies|808|8 largest firms|||2002|Reference year 2002|242||2263411||25.6||864464||213370||33112|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56144|Collection agencies|820|20 largest firms|||2002|Reference year 2002|328||3115901||35.2||1190921||298476||41681|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56144|Collection agencies|850|50 largest firms|||2002|Reference year 2002|442||4034465||45.6||1637363||406543||56747|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561440|Collection agencies|001|All firms|||2002|Reference year 2002|5265||8851952||100||3742180||905959||129822|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561440|Collection agencies|804|4 largest firms|||2002|Reference year 2002|211||1700975||19.2||642174||160515||26454|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561440|Collection agencies|808|8 largest firms|||2002|Reference year 2002|242||2263411||25.6||864464||213370||33112|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561440|Collection agencies|820|20 largest firms|||2002|Reference year 2002|328||3115901||35.2||1190921||298476||41681|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561440|Collection agencies|850|50 largest firms|||2002|Reference year 2002|442||4034465||45.6||1637363||406543||56747|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56145|Credit bureaus|001|All firms|||2002|Reference year 2002|1109||4590612||100||1253356||333535||25957|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56145|Credit bureaus|804|4 largest firms|||2002|Reference year 2002|184||2861349||62.3||718684||189334||12635|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56145|Credit bureaus|808|8 largest firms|||2002|Reference year 2002|313||3528271||76.9||896730||246575||16331|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56145|Credit bureaus|820|20 largest firms|||2002|Reference year 2002|340||3852204||83.9||999197||272335||18567|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|56145|Credit bureaus|850|50 largest firms|||2002|Reference year 2002|393||4129255||89.9||1089887||293974||20827|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561450|Credit bureaus|001|All firms|||2002|Reference year 2002|1109||4590612||100||1253356||333535||25957|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561450|Credit bureaus|804|4 largest firms|||2002|Reference year 2002|184||2861349||62.3||718684||189334||12635|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561450|Credit bureaus|808|8 largest firms|||2002|Reference year 2002|313||3528271||76.9||896730||246575||16331|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561450|Credit bureaus|820|20 largest firms|||2002|Reference year 2002|340||3852204||83.9||999197||272335||18567|
01|United States|00|01000US|United States|EC|2002 Economic Census|56|Administrative and support and waste management and remediation services|561450|Credit bureaus|850|50 largest firms|||2002|Reference year 2002|393||4129255||89.9||1089887||293974||20827|
