GEO_ID|GEOGRAPHY|GEOTYPE|GEOTYPE_MEANING|SECTOR|SECTOR_MEANING|NAICS|NAICS_MEANING|TAXIND|TAXIND_MEANING|YEAR|YEAR_MEANING|CONCENFI|CONCENFI_MEANING|ESTAB|ESTABF|ECVALUE|ECVALUEF|VALPCT|VALPCTF|PAY|PAYF|PAY1Q|PAY1QF|EMP|EMPF 
01000US|United States|1|United States|81|Other services (except public administration)|81111|Automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|1454||653567||2||184385||43344||8405|
01000US|United States|1|United States|81|Other services (except public administration)|81111|Automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1823||1004579||3||284038||67934||11450|
01000US|United States|1|United States|81|Other services (except public administration)|81111|Automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|2227||1348110||4||378231||89942||15354|
01000US|United States|1|United States|81|Other services (except public administration)|81111|Automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|2531||1810471||5.4||487999||115894||19012|
01000US|United States|1|United States|81|Other services (except public administration)|811111|General automotive repair|T|Taxable establishments|1997|Reference year 1997|003|All firms|77751||25598455||100||6438842||1499360||290634|
01000US|United States|1|United States|81|Other services (except public administration)|811111|General automotive repair|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|1289||631980||2.5||181047||42792||7212|
01000US|United States|1|United States|81|Other services (except public administration)|811111|General automotive repair|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1470||871204||3.4||246422||59083||9117|
01000US|United States|1|United States|81|Other services (except public administration)|811111|General automotive repair|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|1584||1120871||4.4||316118||75135||12006|
01000US|United States|1|United States|81|Other services (except public administration)|811111|General automotive repair|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1793||1528373||6||410915||97489||14985|
01000US|United States|1|United States|81|Other services (except public administration)|811112|Automotive exhaust system repair|T|Taxable establishments|1997|Reference year 1997|003|All firms|5251||1985377||100||524940||120688||23015|
01000US|United States|1|United States|81|Other services (except public administration)|811112|Automotive exhaust system repair|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|447||253073||12.7||68064||16100||3154|
01000US|United States|1|United States|81|Other services (except public administration)|811112|Automotive exhaust system repair|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|514||298707||15||80497||18899||3586|
01000US|United States|1|United States|81|Other services (except public administration)|811112|Automotive exhaust system repair|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|622||365985||18.4||97868||22738||4196|
01000US|United States|1|United States|81|Other services (except public administration)|811112|Automotive exhaust system repair|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|763||474280||23.9||126544||29062||5252|
01000US|United States|1|United States|81|Other services (except public administration)|811113|Automotive transmission repair|T|Taxable establishments|1997|Reference year 1997|003|All firms|6768||2431584||100||709254||166279||29442|
01000US|United States|1|United States|81|Other services (except public administration)|811113|Automotive transmission repair|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|18||28417||1.2||7504||1438||185|
01000US|United States|1|United States|81|Other services (except public administration)|811113|Automotive transmission repair|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|33||47232||1.9||12718||2556||334|
01000US|United States|1|United States|81|Other services (except public administration)|811113|Automotive transmission repair|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|54||95043||3.9||27606||5986||772|
01000US|United States|1|United States|81|Other services (except public administration)|811113|Automotive transmission repair|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|113||172700||7.1||50441||11349||1597|
01000US|United States|1|United States|81|Other services (except public administration)|811118|Other automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|9674||3494643||100||960634||220413||42234|
01000US|United States|1|United States|81|Other services (except public administration)|811118|Other automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|228||79441||2.3||21620||5470||1079|
01000US|United States|1|United States|81|Other services (except public administration)|811118|Other automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|303||124023||3.5||34234||8347||1572|
01000US|United States|1|United States|81|Other services (except public administration)|811118|Other automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|392||208473||6||56833||13479||2370|
01000US|United States|1|United States|81|Other services (except public administration)|811118|Other automotive mechanical & electrical repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|515||353872||10.1||93556||21608||3645|
01000US|United States|1|United States|81|Other services (except public administration)|8111181|Carburetor repair shops|T|Taxable establishments|1997|Reference year 1997|003|All firms|1091||363763||100||106409||25853||4802|
01000US|United States|1|United States|81|Other services (except public administration)|8111181|Carburetor repair shops|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|218||64154||17.6||19486||4708||879|
01000US|United States|1|United States|81|Other services (except public administration)|8111181|Carburetor repair shops|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|233||77403||21.3||23809||5862||1019|
01000US|United States|1|United States|81|Other services (except public administration)|8111181|Carburetor repair shops|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|266||104032||28.6||31358||7599||1309|
01000US|United States|1|United States|81|Other services (except public administration)|8111181|Carburetor repair shops|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|318||144723||39.8||43065||10358||1778|
01000US|United States|1|United States|81|Other services (except public administration)|8111182|Brake, front end, & wheel alignment|T|Taxable establishments|1997|Reference year 1997|003|All firms|3741||1553732||100||449563||103134||18216|
01000US|United States|1|United States|81|Other services (except public administration)|8111182|Brake, front end, & wheel alignment|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|104||49218||3.2||14190||3543||707|
01000US|United States|1|United States|81|Other services (except public administration)|8111182|Brake, front end, & wheel alignment|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|130||75598||4.9||20972||5113||966|
01000US|United States|1|United States|81|Other services (except public administration)|8111182|Brake, front end, & wheel alignment|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|216||139290||9||37550||8970||1608|
01000US|United States|1|United States|81|Other services (except public administration)|8111182|Brake, front end, & wheel alignment|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|309||254272||16.4||70247||16374||2637|
01000US|United States|1|United States|81|Other services (except public administration)|8111183|Electrical repair shops, motor vehicle|T|Taxable establishments|1997|Reference year 1997|003|All firms|1679||494744||100||135846||32034||6890|
01000US|United States|1|United States|81|Other services (except public administration)|8111183|Electrical repair shops, motor vehicle|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|5||32481||6.6||5720||1187||135|
01000US|United States|1|United States|81|Other services (except public administration)|8111183|Electrical repair shops, motor vehicle|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|16||45595||9.2||9795||2099||287|
01000US|United States|1|United States|81|Other services (except public administration)|8111183|Electrical repair shops, motor vehicle|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|32||74305||15||18449||4159||645|
01000US|United States|1|United States|81|Other services (except public administration)|8111183|Electrical repair shops, motor vehicle|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|65||119371||24.1||31040||7155||1145|
01000US|United States|1|United States|81|Other services (except public administration)|8111184|Radiator repair|T|Taxable establishments|1997|Reference year 1997|003|All firms|2295||728297||100||174076||38946||8372|
01000US|United States|1|United States|81|Other services (except public administration)|8111184|Radiator repair|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|23||24967||3.4||5090||1096||178|
01000US|United States|1|United States|81|Other services (except public administration)|8111184|Radiator repair|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|36||41813||5.7||8932||1906||312|
01000US|United States|1|United States|81|Other services (except public administration)|8111184|Radiator repair|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|55||77257||10.6||18123||3913||616|
01000US|United States|1|United States|81|Other services (except public administration)|8111184|Radiator repair|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|102||134802||18.5||33508||7294||1209|
01000US|United States|1|United States|81|Other services (except public administration)|8111189|All other motor vehicle repair shops|T|Taxable establishments|1997|Reference year 1997|003|All firms|868||354107||100||94740||20446||3954|
01000US|United States|1|United States|81|Other services (except public administration)|8111189|All other motor vehicle repair shops|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|10||30340||8.6||8407||1950||311|
01000US|United States|1|United States|81|Other services (except public administration)|8111189|All other motor vehicle repair shops|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|14||44740||12.6||12431||2816||416|
01000US|United States|1|United States|81|Other services (except public administration)|8111189|All other motor vehicle repair shops|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|31||71040||20.1||19466||4231||619|
01000US|United States|1|United States|81|Other services (except public administration)|8111189|All other motor vehicle repair shops|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|61||114973||32.5||31123||6749||992|
01000US|United States|1|United States|81|Other services (except public administration)|81112|Automotive body, paint, interior, & glass repair|T|Taxable establishments|1997|Reference year 1997|003|All firms|41168||20905280||100||5925780||1393480||234359|
01000US|United States|1|United States|81|Other services (except public administration)|81112|Automotive body, paint, interior, & glass repair|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|1333||1005251||4.8||219446||53485||8099|
01000US|United States|1|United States|81|Other services (except public administration)|81112|Automotive body, paint, interior, & glass repair|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1445||1188958||5.7||260095||62685||9353|
01000US|United States|1|United States|81|Other services (except public administration)|81112|Automotive body, paint, interior, & glass repair|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|1773||1496700||7.2||340085||80257||12176|
01000US|United States|1|United States|81|Other services (except public administration)|81112|Automotive body, paint, interior, & glass repair|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1996||1904439||9.1||442724||103373||15459|
01000US|United States|1|United States|81|Other services (except public administration)|811121|Automotive body, paint, & interior repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|35569||17755296||100||5172206||1223167||205172|
01000US|United States|1|United States|81|Other services (except public administration)|811121|Automotive body, paint, & interior repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|240||171930||1||48205||11085||2041|
01000US|United States|1|United States|81|Other services (except public administration)|811121|Automotive body, paint, & interior repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|300||268085||1.5||70351||16370||2940|
01000US|United States|1|United States|81|Other services (except public administration)|811121|Automotive body, paint, & interior repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|333||465739||2.6||117675||27737||4401|
01000US|United States|1|United States|81|Other services (except public administration)|811121|Automotive body, paint, & interior repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|399||751383||4.2||195676||45572||6573|
01000US|United States|1|United States|81|Other services (except public administration)|8111211|Paint or body repair shops|T|Taxable establishments|1997|Reference year 1997|003|All firms|33144||16645229||100||4899276||1158268||192853|
01000US|United States|1|United States|81|Other services (except public administration)|8111211|Paint or body repair shops|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|240||171930||1||48205||11085||2041|
01000US|United States|1|United States|81|Other services (except public administration)|8111211|Paint or body repair shops|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|308||257263||1.5||72224||17172||2997|
01000US|United States|1|United States|81|Other services (except public administration)|8111211|Paint or body repair shops|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|351||414280||2.5||114965||27072||4155|
01000US|United States|1|United States|81|Other services (except public administration)|8111211|Paint or body repair shops|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|416||657419||3.9||190257||43904||6172|
01000US|United States|1|United States|81|Other services (except public administration)|8111212|Van conversion services|T|Taxable establishments|1997|Reference year 1997|003|All firms|639||723189||100||156778||37877||6507|
01000US|United States|1|United States|81|Other services (except public administration)|8111212|Van conversion services|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|4||79411||11||15113||3226||568|
01000US|United States|1|United States|81|Other services (except public administration)|8111212|Van conversion services|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|8||132739||18.4||25503||5666||905|
01000US|United States|1|United States|81|Other services (except public administration)|8111212|Van conversion services|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|20||232947||32.2||45282||10549||1656|
01000US|United States|1|United States|81|Other services (except public administration)|8111212|Van conversion services|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|58||376313||52||75102||18468||2828|
01000US|United States|1|United States|81|Other services (except public administration)|8111213|Upholstery & interior repair shops|T|Taxable establishments|1997|Reference year 1997|003|All firms|1786||386878||100||116152||27022||5812|
01000US|United States|1|United States|81|Other services (except public administration)|8111213|Upholstery & interior repair shops|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|4||14884||3.8||4197||940||140|
01000US|United States|1|United States|81|Other services (except public administration)|8111213|Upholstery & interior repair shops|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|11||27014||7||7237||1556||252|
01000US|United States|1|United States|81|Other services (except public administration)|8111213|Upholstery & interior repair shops|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|27||51429||13.3||13659||3210||528|
01000US|United States|1|United States|81|Other services (except public administration)|8111213|Upholstery & interior repair shops|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|58||82828||21.4||23550||5492||914|
01000US|United States|1|United States|81|Other services (except public administration)|811122|Automotive glass replacement shops|T|Taxable establishments|1997|Reference year 1997|003|All firms|5599||3149984||100||753574||170313||29187|
01000US|United States|1|United States|81|Other services (except public administration)|811122|Automotive glass replacement shops|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|1227||1002060||31.8||212233||51906||7426|
01000US|United States|1|United States|81|Other services (except public administration)|811122|Automotive glass replacement shops|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1394||1137105||36.1||247275||59189||8565|
01000US|United States|1|United States|81|Other services (except public administration)|811122|Automotive glass replacement shops|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|1586||1321918||42||294020||68614||10021|
01000US|United States|1|United States|81|Other services (except public administration)|811122|Automotive glass replacement shops|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1816||1534580||48.7||350231||80979||11933|
01000US|United States|1|United States|81|Other services (except public administration)|81119|Other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|23748||7785258||100||2305759||530886||195465|
01000US|United States|1|United States|81|Other services (except public administration)|81119|Other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|1551||666564||8.6||176125||41360||16611|
01000US|United States|1|United States|81|Other services (except public administration)|81119|Other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1815||921116||11.8||254881||57743||21608|
01000US|United States|1|United States|81|Other services (except public administration)|81119|Other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|2137||1181221||15.2||329814||74591||25668|
01000US|United States|1|United States|81|Other services (except public administration)|81119|Other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|2611||1496565||19.2||423626||95997||32429|
01000US|United States|1|United States|81|Other services (except public administration)|811191|Automotive oil change & lubrication shops|T|Taxable establishments|1997|Reference year 1997|003|All firms|7413||2787318||100||778632||180611||57083|
01000US|United States|1|United States|81|Other services (except public administration)|811191|Automotive oil change & lubrication shops|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|1510||612790||22||169942||40229||15472|
01000US|United States|1|United States|81|Other services (except public administration)|811191|Automotive oil change & lubrication shops|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|1784||705275||25.3||195409||45574||17398|
01000US|United States|1|United States|81|Other services (except public administration)|811191|Automotive oil change & lubrication shops|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|2133||859827||30.8||236743||55144||20187|
01000US|United States|1|United States|81|Other services (except public administration)|811191|Automotive oil change & lubrication shops|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|2468||1055148||37.9||292297||68859||23988|
01000US|United States|1|United States|81|Other services (except public administration)|811192|Carwashes|T|Taxable establishments|1997|Reference year 1997|003|All firms|13683||3911344||100||1252587||289875||123602|
01000US|United States|1|United States|81|Other services (except public administration)|811192|Carwashes|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|101||158993||4.1||58385||13539||3637|
01000US|United States|1|United States|81|Other services (except public administration)|811192|Carwashes|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|147||206307||5.3||76448||17995||5457|
01000US|United States|1|United States|81|Other services (except public administration)|811192|Carwashes|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|213||297709||7.6||106579||24667||8004|
01000US|United States|1|United States|81|Other services (except public administration)|811192|Carwashes|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|344||438625||11.2||146058||33881||11132|
01000US|United States|1|United States|81|Other services (except public administration)|811198|All other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|2652||1086596||100||274540||60400||14780|
01000US|United States|1|United States|81|Other services (except public administration)|811198|All other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|133||242691||22.3||48657||8566||3229|
01000US|United States|1|United States|81|Other services (except public administration)|811198|All other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|197||301873||27.8||70737||13919||4359|
01000US|United States|1|United States|81|Other services (except public administration)|811198|All other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|269||386147||35.5||94686||19413||5208|
01000US|United States|1|United States|81|Other services (except public administration)|811198|All other automotive repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|338||489070||45||126083||27205||6844|
01000US|United States|1|United States|81|Other services (except public administration)|8112|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|17634||14557959||100||4496836||1050664||137227|
01000US|United States|1|United States|81|Other services (except public administration)|8112|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|237||1755276||12.1||481926||113630||9548|
01000US|United States|1|United States|81|Other services (except public administration)|8112|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|455||2601816||17.9||699505||161957||13900|
01000US|United States|1|United States|81|Other services (except public administration)|8112|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|961||3746813||25.7||1050352||250125||22085|
01000US|United States|1|United States|81|Other services (except public administration)|8112|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1238||5092818||35||1514879||356790||33680|
01000US|United States|1|United States|81|Other services (except public administration)|81121|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|17634||14557959||100||4496836||1050664||137227|
01000US|United States|1|United States|81|Other services (except public administration)|81121|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|237||1755276||12.1||481926||113630||9548|
01000US|United States|1|United States|81|Other services (except public administration)|81121|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|455||2601816||17.9||699505||161957||13900|
01000US|United States|1|United States|81|Other services (except public administration)|81121|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|961||3746813||25.7||1050352||250125||22085|
01000US|United States|1|United States|81|Other services (except public administration)|81121|Electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1238||5092818||35||1514879||356790||33680|
01000US|United States|1|United States|81|Other services (except public administration)|811211|Consumer electronics repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|5144||1533616||100||555543||132908||25709|
01000US|United States|1|United States|81|Other services (except public administration)|811211|Consumer electronics repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|66||195516||12.7||105199||22881||3289|
01000US|United States|1|United States|81|Other services (except public administration)|811211|Consumer electronics repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|108||282990||18.5||147631||34287||4555|
01000US|United States|1|United States|81|Other services (except public administration)|811211|Consumer electronics repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|133||398369||26||180352||41557||5866|
01000US|United States|1|United States|81|Other services (except public administration)|811211|Consumer electronics repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|181||498174||32.5||218552||51453||7237|
01000US|United States|1|United States|81|Other services (except public administration)|811212|Computer & office machine repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|7729||8502271||100||2546429||595192||70432|
01000US|United States|1|United States|81|Other services (except public administration)|811212|Computer & office machine repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|237||1755276||20.6||481926||113630||9548|
01000US|United States|1|United States|81|Other services (except public administration)|811212|Computer & office machine repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|437||2426179||28.5||683040||157191||13672|
01000US|United States|1|United States|81|Other services (except public administration)|811212|Computer & office machine repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|873||3247527||38.2||931228||218668||18693|
01000US|United States|1|United States|81|Other services (except public administration)|811212|Computer & office machine repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|1121||4091346||48.1||1187430||280566||25388|
01000US|United States|1|United States|81|Other services (except public administration)|811213|Communication equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|1890||1607993||100||522632||123131||16457|
01000US|United States|1|United States|81|Other services (except public administration)|811213|Communication equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|70||225083||14||82228||19823||1708|
01000US|United States|1|United States|81|Other services (except public administration)|811213|Communication equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|96||297784||18.5||106772||25327||2282|
01000US|United States|1|United States|81|Other services (except public administration)|811213|Communication equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|133||453180||28.2||153222||36620||3523|
01000US|United States|1|United States|81|Other services (except public administration)|811213|Communication equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|238||660240||41.1||220989||52768||5379|
01000US|United States|1|United States|81|Other services (except public administration)|811219|Other electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|003|All firms|2871||2914079||100||872232||199433||24629|
01000US|United States|1|United States|81|Other services (except public administration)|811219|Other electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|40||526499||18.1||103208||25444||2612|
01000US|United States|1|United States|81|Other services (except public administration)|811219|Other electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|808|8 largest firms|95||785661||27||196386||47857||4714|
01000US|United States|1|United States|81|Other services (except public administration)|811219|Other electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|820|20 largest firms|156||1126799||38.7||300135||67707||7035|
01000US|United States|1|United States|81|Other services (except public administration)|811219|Other electronic & precision equipment repair & maintenance|T|Taxable establishments|1997|Reference year 1997|850|50 largest firms|218||1482510||50.9||419188||96107||10376|
01000US|United States|1|United States|81|Other services (except public administration)|8113|Commercial & industrial machinery & equip (exc auto & electr) R&M|T|Taxable establishments|1997|Reference year 1997|003|All firms|20290||17506178||100||5172066||1199476||166962|
01000US|United States|1|United States|81|Other services (except public administration)|8113|Commercial & industrial machinery & equip (exc auto & electr) R&M|T|Taxable establishments|1997|Reference year 1997|804|4 largest firms|205||1259785||7.2||358537||83436||9072|
